loan_id,product,state,development_type,industry,unit_count,tdc,grv,land_value,as_is_value,as_if_complete_value,facility_limit,ltc,lvr_as_if_complete,drawn_balance,capitalised_interest,ead,completion_pct,completion_stage,presale_coverage,presale_value,cost_to_complete,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,grv_decline,fund_to_complete,workout_months,realised_lgd,industry_risk_score,industry_risk_level,discount_rate_proxy_used,discount_rate_source,grv_driver,completion_pct_driver,cost_to_complete_driver,industry_recovery_haircut,lgd_industry_adjusted,lgd_base,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,cure_overlay_rate_proxy,liquidation_loss_proxy,lgd_after_cure_overlay_proxy,cure_overlay_applied_flag,cure_overlay_source,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band,slotting_score,slotting_category,slotting_rw
68,Development,SA,Mixed-Use,Construction,57,33444393.19,50012567.03,13768278.11,22560188.1,50012567.03,22946167.12,0.6861,0.4588,18353550.79,1289462.52,19643013.3,0.4222,Mid-Construction,0.6049,30252690.65,20408820.11,2018-04-14,90 DPD,0.0892,0.0732,0.0892,0.5489,0,12,0.287833,2.68,Medium,0.0892,max_contract_vs_cost_of_funds,50012567.03,0.4222,20408820.11,0.013600000000000003,0.301433,0.301433,1.6797495000000002,1.0135,1.7024261182500005,1.7024261182500005,macro_plus_industry,v1.0,baseline,0.5131674121024524,0.05072,0.5638874121024524,0.092588,0.5638874121024524,0.5116782043907105,True,development_stage_presale_lvr_proxy,0.5638874121024524,development,Unknown,Mid-Construction,NotApplicable,Mixed-Use,Medium,8.0,Good,0.9
69,Development,SA,Residential Apartments,Construction,79,5808981.15,6841106.13,2376768.01,2523467.41,6841106.13,4025493.1,0.693,0.5884,1865935.44,86896.52,1952831.95,0.0634,Early Construction,0.305,2086466.74,5290164.32,2023-10-20,Pre-sale Shortfall,0.093,0.0828,0.093,0.6,1,21,1.203629,2.68,Medium,0.093,max_contract_vs_cost_of_funds,6841106.13,0.0634,5290164.32,0.013600000000000003,1.2172290000000001,1.0,1.6625,1.0135,1.6849437500000002,1.6849437500000002,macro_plus_industry,v1.0,baseline,1.6849437500000002,0.05072,1.7356637500000003,0.05,1.0,0.95,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Early Construction,NotApplicable,Residential Apartments,Medium,5.0,Satisfactory,1.15
70,Development,NSW,Residential Apartments,Construction,12,28079261.75,36029514.95,7062600.46,27622502.73,36029514.95,20235189.53,0.7206,0.5616,16825338.74,857141.51,17682480.25,0.9459,Near-Complete,0.7451,26844337.29,1471476.05,2020-05-14,Pre-sale Shortfall,0.0884,0.0706,0.0884,0.2333,1,11,0.0,2.68,Medium,0.0884,max_contract_vs_cost_of_funds,36029514.95,0.9459,1471476.05,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2678280251669338,1.0135,1.2849437035066875,1.2849437035066875,macro_plus_industry,v1.0,baseline,0.017475234367690953,0.05072,0.06819523436769095,0.169412,0.06819523436769095,0.056642143322991695,True,development_stage_presale_lvr_proxy,0.06819523436769095,development,Unknown,Near-Complete,NotApplicable,Residential Apartments,Medium,9.0,Strong,0.7
71,Development,WA,Commercial Office,Professional Services,7,16056279.31,23876100.01,6369750.48,18515198.62,23876100.01,12435406.32,0.7745,0.5208,11320568.64,343748.39,11664317.03,0.7801,Near-Complete,0.5753,13734829.03,3773055.92,2019-09-26,90 DPD,0.1031,0.0583,0.1031,0.2245,1,12,0.0,2.18,Medium,0.1031,max_contract_vs_cost_of_funds,23876100.01,0.7801,3773055.92,0.0036000000000000034,0.0036000000000000034,0.0036000000000000034,1.3333588575075868,0.976,1.3013582449274046,1.3013582449274046,macro_plus_industry,v1.0,baseline,0.0046848896817386606,0.048720000000000006,0.05340488968173867,0.14903600000000003,0.05340488968173867,0.045445638543131064,True,development_stage_presale_lvr_proxy,0.05340488968173867,development,Unknown,Near-Complete,NotApplicable,Commercial Office,Low,10.0,Strong,0.7
72,Development,QLD,Residential Apartments,Construction,43,26393548.31,31000717.18,10704074.71,26287942.76,31000717.18,20766992.27,0.7868,0.6699,17394217.36,1028663.24,18422880.6,0.9233,Near-Complete,0.7166,22214571.01,1870710.98,2023-03-15,90 DPD,0.0777,0.0775,0.0777,0.152,0,9,0.009207,2.68,Medium,0.0777,max_contract_vs_cost_of_funds,31000717.18,0.9233,1870710.98,0.013600000000000003,0.022807,0.022807,1.2403735565575993,1.0135,1.257118599571127,1.257118599571127,macro_plus_industry,v1.0,baseline,0.028671103900418694,0.05072,0.0793911039004187,0.16599200000000003,0.0793911039004187,0.0662128157817804,True,development_stage_presale_lvr_proxy,0.0793911039004187,development,Unknown,Near-Complete,NotApplicable,Residential Apartments,Medium,8.0,Good,0.9
73,Development,NSW,Residential Houses/Lots,Construction,36,50593778.78,70622793.1,14372038.53,19122625.31,70622793.1,36642959.08,0.7243,0.5189,21204020.77,1158153.48,22362174.25,0.1961,Early Construction,0.4457,31474222.24,45682610.43,2019-05-24,90 DPD,0.0881,0.0659,0.0881,0.6,0,9,0.625341,2.68,Medium,0.0881,max_contract_vs_cost_of_funds,70622793.1,0.1961,45682610.43,0.013600000000000003,0.6389410000000001,0.6389410000000001,1.6375000000000002,1.0135,1.6596062500000004,1.6596062500000004,macro_plus_industry,v1.0,baseline,1.0603904769812504,0.05072,1.1111104769812505,0.05,1.0,0.95,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Early Construction,NotApplicable,Residential Houses/Lots,Medium,6.0,Satisfactory,1.15
74,Development,NSW,Industrial,Manufacturing,2,55581411.56,84838867.68,17374468.11,18195465.28,84838867.68,44371862.85,0.7983,0.523,20317040.95,1355253.82,21672294.77,0.0298,Early Construction,0.4558,38666930.09,51911549.75,2020-08-19,Cost Overrun,0.0983,0.0723,0.0983,0.6,0,18,0.691148,3.5,Elevated,0.0983,max_contract_vs_cost_of_funds,84838867.68,0.0298,51911549.75,0.03,0.721148,0.721148,1.6375000000000002,1.075,1.7603125000000002,1.7603125000000002,macro_plus_industry,v1.0,baseline,1.26944583875,0.054000000000000006,1.32344583875,0.05,1.0,0.95,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Early Construction,NotApplicable,Industrial,Elevated,5.0,Satisfactory,1.15
75,Development,VIC,Mixed-Use,Construction,31,62880161.89,92540057.22,25695480.05,71363006.58,92540057.22,34937220.4,0.5556,0.3775,29347215.11,1186967.4,30534182.52,0.7328,Near-Complete,0.696,64406550.46,17022229.92,2021-12-30,Cost Overrun,0.1039,0.0812,0.1039,0.2288,1,18,0.0,2.68,Medium,0.1039,max_contract_vs_cost_of_funds,92540057.22,0.7328,17022229.92,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.357092,1.0135,1.375412742,1.375412742,macro_plus_industry,v1.0,baseline,0.018705613291200004,0.05072,0.0694256132912,0.16352,0.0694256132912,0.05807313700582298,True,development_stage_presale_lvr_proxy,0.0694256132912,development,Unknown,Near-Complete,NotApplicable,Mixed-Use,Medium,10.0,Strong,0.7
76,Development,QLD,Commercial Office,Professional Services,7,42655753.28,60422108.31,14450550.21,53918901.16,60422108.31,33647478.02,0.7888,0.5569,30865215.98,1742770.65,32607986.63,0.79,Near-Complete,0.9838,59443816.75,9774589.74,2018-05-08,Builder Insolvency,0.0781,0.0567,0.0781,0.1076,0,13,0.123397,2.18,Medium,0.0781,max_contract_vs_cost_of_funds,60422108.31,0.79,9774589.74,0.0036000000000000034,0.126997,0.126997,1.2794901734081294,0.9759999999999999,1.2487824092463342,1.2487824092463342,macro_plus_industry,v1.0,baseline,0.1585916196270567,0.048720000000000006,0.20731161962705671,0.198056,0.20731161962705671,0.16625230949020037,True,development_stage_presale_lvr_proxy,0.20731161962705671,development,Unknown,Near-Complete,NotApplicable,Commercial Office,Low,11.0,Strong,0.7
77,Development,QLD,Residential Apartments,Construction,31,45777321.54,58268818.51,18054994.38,38605238.65,58268818.51,27787209.18,0.607,0.4769,19932827.06,664533.5,20597360.56,0.6884,Mid-Construction,0.4601,26809164.42,13228546.33,2022-08-22,Builder Insolvency,0.1014,0.0651,0.1014,0.3375,0,16,0.0,2.68,Medium,0.1014,max_contract_vs_cost_of_funds,58268818.51,0.6884,13228546.33,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.5835625000000002,1.0135,1.6049405937500003,1.6049405937500003,macro_plus_industry,v1.0,baseline,0.02182719207500001,0.05072,0.07254719207500002,0.08,0.07254719207500002,0.06674341670900001,True,development_stage_presale_lvr_proxy,0.07254719207500002,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
78,Development,QLD,Mixed-Use,Construction,25,72920413.1,102255351.52,28867325.06,79540176.58,102255351.52,54344301.83,0.7453,0.5315,45738401.39,3126359.89,48864761.28,0.7779,Near-Complete,0.54,55213741.17,17893873.38,2019-08-07,Cost Overrun,0.0903,0.0624,0.0903,0.2221,1,18,0.0,2.68,Medium,0.0903,max_contract_vs_cost_of_funds,102255351.52,0.7779,17893873.38,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.344675383617589,1.0135,1.3628285012964267,1.3628285012964267,macro_plus_industry,v1.0,baseline,0.018534467617631407,0.05072,0.0692544676176314,0.1448,0.0692544676176314,0.05922642070659837,True,development_stage_presale_lvr_proxy,0.0692544676176314,development,Unknown,Near-Complete,NotApplicable,Mixed-Use,Medium,9.0,Strong,0.7
79,Development,SA,Residential Houses/Lots,Construction,41,76709725.1,118185960.47,24086489.96,26069667.06,118185960.47,61055241.33,0.7959,0.5166,33169079.12,1603391.53,34772470.65,0.0375,Early Construction,0.5297,62604871.9,73047437.55,2018-01-06,90 DPD,0.0948,0.0801,0.0948,0.6,1,26,0.598407,2.68,Medium,0.0948,max_contract_vs_cost_of_funds,118185960.47,0.0375,73047437.55,0.013600000000000003,0.6120070000000001,0.6120070000000001,1.7041666666666666,1.0135,1.7271729166666667,1.7271729166666667,macro_plus_industry,v1.0,baseline,1.057041915210417,0.05072,1.107761915210417,0.053563999999999994,1.0,0.946436,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Early Construction,NotApplicable,Residential Houses/Lots,Medium,6.0,Satisfactory,1.15
80,Development,QLD,Commercial Office,Professional Services,5,76001713.82,105898261.38,21303187.63,53223921.68,105898261.38,50023706.15,0.6582,0.4724,38619352.16,2135048.5,40754400.66,0.5125,Mid-Construction,0.8518,90201443.53,36866883.2,2023-10-07,Pre-sale Shortfall,0.0751,0.0766,0.0766,0.4974,0,20,0.480706,2.18,Medium,0.0766,max_contract_vs_cost_of_funds,105898261.38,0.5125,36866883.2,0.0036000000000000034,0.484306,0.484306,1.6736503333333337,0.976,1.6334827253333337,1.6334827253333337,macro_plus_industry,v1.0,baseline,0.7911054847752855,0.048720000000000006,0.8398254847752855,0.12221599999999999,0.8398254847752855,0.7371853733279893,True,development_stage_presale_lvr_proxy,0.8398254847752855,development,Unknown,Mid-Construction,NotApplicable,Commercial Office,Low,10.0,Strong,0.7
81,Development,QLD,Residential Houses/Lots,Construction,20,50134843.12,67985988.99,14044342.32,54579955.01,67985988.99,33414431.44,0.6665,0.4915,30220858.05,1274459.68,31495317.73,0.7484,Near-Complete,0.8147,55389638.02,12123732.14,2024-04-16,Cost Overrun,0.0977,0.0781,0.0977,0.1972,1,17,0.0,2.68,Medium,0.0977,max_contract_vs_cost_of_funds,67985988.99,0.7484,12123732.14,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.340042561111616,1.0135,1.3581331356866229,1.3581331356866229,macro_plus_industry,v1.0,baseline,0.018470610645338073,0.05072,0.06919061064533807,0.177764,0.06919061064533807,0.0568910109345802,True,development_stage_presale_lvr_proxy,0.06919061064533807,development,Unknown,Near-Complete,NotApplicable,Residential Houses/Lots,Medium,11.0,Strong,0.7
82,Development,NSW,Residential Apartments,Construction,14,46214567.78,61336580.87,18867977.35,28984653.2,61336580.87,35868220.67,0.7761,0.5848,27041706.35,1675060.1,28716766.44,0.4411,Mid-Construction,0.6014,36889826.16,25395385.25,2020-08-07,Interest Reserve Exhausted,0.0969,0.062,0.0969,0.5274,0,21,0.451163,2.68,Medium,0.0969,max_contract_vs_cost_of_funds,61336580.87,0.4411,25395385.25,0.013600000000000003,0.464763,0.464763,1.6959670000000002,1.0135,1.7188625545000003,1.7188625545000003,macro_plus_industry,v1.0,baseline,0.7988637174170836,0.05072,0.8495837174170836,0.092168,0.8495837174170836,0.7712792853501859,True,development_stage_presale_lvr_proxy,0.8495837174170836,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
83,Development,VIC,Residential Apartments,Construction,17,27874106.14,33044388.7,11230747.9,17822808.25,33044388.7,20102554.01,0.7212,0.6084,16019346.84,1011607.22,17030954.06,0.4653,Mid-Construction,0.7264,24001980.53,14290466.8,2019-12-09,Builder Insolvency,0.0798,0.077,0.0798,0.4606,0,19,0.56309,2.68,Medium,0.0798,max_contract_vs_cost_of_funds,33044388.7,0.4653,14290466.8,0.013600000000000003,0.57669,0.57669,1.6482396666666668,1.0135,1.670490902166667,1.670490902166667,macro_plus_industry,v1.0,baseline,0.9633553983704952,0.05072,1.0140753983704953,0.10716800000000001,1.0,0.892832,True,development_stage_presale_lvr_proxy,1.0,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
84,Development,WA,Residential Apartments,Construction,111,57597354.99,77259835.8,20503231.02,26655749.75,77259835.8,44627021.64,0.7748,0.5776,23092522.47,1233687.36,24326209.83,0.1656,Early Construction,0.6796,52509300.77,48024442.61,2019-09-20,90 DPD,0.1029,0.067,0.1029,0.6,0,14,0.372673,2.68,Medium,0.1029,max_contract_vs_cost_of_funds,77259835.8,0.1656,48024442.61,0.013600000000000003,0.386273,0.386273,1.6375000000000002,1.0135,1.6596062500000004,1.6596062500000004,macro_plus_industry,v1.0,baseline,0.6410610850062501,0.05072,0.6917810850062501,0.071552,0.6917810850062501,0.6422827648118828,True,development_stage_presale_lvr_proxy,0.6917810850062501,development,Unknown,Early Construction,NotApplicable,Residential Apartments,Medium,6.0,Satisfactory,1.15
85,Development,NSW,Mixed-Use,Construction,35,33271405.64,49054846.41,9024221.05,17076920.45,49054846.41,22514134.79,0.6767,0.459,14255323.98,456229.61,14711553.59,0.3771,Mid-Construction,0.8163,40041121.47,22074938.27,2021-05-01,90 DPD,0.0892,0.0715,0.0892,0.6,1,19,0.0,2.68,Medium,0.0892,max_contract_vs_cost_of_funds,49054846.41,0.3771,22074938.27,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.7116666666666667,1.0135,1.7347741666666667,1.7347741666666667,macro_plus_industry,v1.0,baseline,0.023592928666666672,0.05072,0.07431292866666667,0.117956,0.07431292866666667,0.06554727285286134,True,development_stage_presale_lvr_proxy,0.07431292866666667,development,Unknown,Mid-Construction,NotApplicable,Mixed-Use,Medium,9.0,Strong,0.7
86,Development,NSW,Residential Apartments,Construction,115,65522166.15,102526863.62,27225854.92,46098813.9,102526863.62,40053607.05,0.6113,0.3907,30225278.03,1300453.95,31525731.98,0.3706,Mid-Construction,0.6606,67733775.67,42767788.99,2023-02-20,Pre-sale Shortfall,0.1024,0.0816,0.1024,0.5504,1,16,0.102919,2.68,Medium,0.1024,max_contract_vs_cost_of_funds,102526863.62,0.3706,42767788.99,0.013600000000000003,0.116519,0.116519,1.6804320000000001,1.0135,1.7031178320000002,1.7031178320000002,macro_plus_industry,v1.0,baseline,0.19844558666680803,0.05072,0.24916558666680805,0.099272,0.24916558666680805,0.22443042054722068,True,development_stage_presale_lvr_proxy,0.24916558666680805,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,8.0,Good,0.9
87,Development,NSW,Residential Houses/Lots,Construction,8,12947704.88,20699167.35,5391906.3,9580915.63,20699167.35,9922545.32,0.7664,0.4794,6661129.3,348407.75,7009537.05,0.509,Mid-Construction,0.4412,9133444.72,6895511.41,2021-09-09,Pre-sale Shortfall,0.0852,0.0562,0.0852,0.5371,0,15,0.403071,2.68,Medium,0.0852,max_contract_vs_cost_of_funds,20699167.35,0.509,6895511.41,0.013600000000000003,0.416671,0.416671,1.6743805000000003,1.0135,1.6969846367500003,1.6969846367500003,macro_plus_industry,v1.0,baseline,0.7070842855792594,0.05072,0.7578042855792594,0.08,0.7578042855792594,0.6971799427329186,True,development_stage_presale_lvr_proxy,0.7578042855792594,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,7.0,Good,0.9
88,Development,WA,Residential Apartments,Construction,50,30693517.08,48036780.25,10240022.46,42308562.81,48036780.25,19780299.17,0.6444,0.4118,18478822.21,777903.56,19256725.77,0.9984,Complete Unsold,0.7643,36713271.26,54460.93,2019-01-17,90 DPD,0.0931,0.0728,0.0931,0.1192,0,15,0.0,2.68,Medium,0.0931,max_contract_vs_cost_of_funds,48036780.25,0.9984,54460.93,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.25091244532737,1.0135,1.2677997633392895,1.2677997633392895,macro_plus_industry,v1.0,baseline,0.01724207678141434,0.05072,0.06796207678141435,0.131716,0.06796207678141435,0.05901038387607358,True,development_stage_presale_lvr_proxy,0.06796207678141435,development,Unknown,Complete Unsold,NotApplicable,Residential Apartments,Medium,9.0,Strong,0.7
89,Development,NSW,Mixed-Use,Construction,94,15030054.76,18597426.63,5935870.95,9364016.79,18597426.63,9607761.38,0.6392,0.5166,5840431.93,444484.6,6284916.52,0.3893,Mid-Construction,0.5466,10165697.0,9873024.05,2019-08-12,Builder Insolvency,0.079,0.0817,0.0817,0.4965,1,19,0.51008,2.68,Medium,0.0817,max_contract_vs_cost_of_funds,18597426.63,0.3893,9873024.05,0.013600000000000003,0.52368,0.52368,1.6645741666666667,1.0135,1.6870459179166668,1.6870459179166668,macro_plus_industry,v1.0,baseline,0.8834722062946001,0.05072,0.9341922062946001,0.085592,0.9341922062946001,0.8542328269734327,True,development_stage_presale_lvr_proxy,0.9341922062946001,development,Unknown,Mid-Construction,NotApplicable,Mixed-Use,Medium,7.0,Good,0.9
90,Development,VIC,Residential Houses/Lots,Construction,5,71702834.45,109044172.81,21707935.39,47485933.58,109044172.81,47193402.15,0.6582,0.4328,32491156.2,1811624.43,34302780.63,0.4925,Mid-Construction,0.8509,92784972.62,33444421.68,2019-06-28,90 DPD,0.0893,0.0632,0.0893,0.5645,1,17,0.0,2.68,Medium,0.0893,max_contract_vs_cost_of_funds,109044172.81,0.4925,33444421.68,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6868475000000003,1.0135,1.7096199412500004,1.7096199412500004,macro_plus_industry,v1.0,baseline,0.02325083120100001,0.05072,0.07397083120100001,0.122108,0.07397083120100001,0.0649384009447083,True,development_stage_presale_lvr_proxy,0.07397083120100001,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,9.0,Strong,0.7
91,Development,VIC,Residential Apartments,Construction,11,24673305.22,33013645.04,8017381.2,26369694.16,33013645.04,14017683.2,0.5681,0.4246,12565404.52,564697.43,13130101.95,0.7536,Near-Complete,0.6135,20255338.44,6517428.27,2020-09-16,Interest Reserve Exhausted,0.1014,0.0683,0.1014,0.2012,0,10,0.0,2.68,Medium,0.1014,max_contract_vs_cost_of_funds,33013645.04,0.7536,6517428.27,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.345983,1.0135,1.3641537705,1.3641537705,macro_plus_industry,v1.0,baseline,0.018552491278800005,0.05072,0.0692724912788,0.15362,0.0692724912788,0.05863085116855075,True,development_stage_presale_lvr_proxy,0.0692724912788,development,Unknown,Near-Complete,NotApplicable,Residential Apartments,Medium,10.0,Strong,0.7
92,Development,QLD,Residential Apartments,Construction,26,29200913.68,34526324.22,8699798.36,18325183.53,34526324.22,16575451.25,0.5676,0.4801,12656908.09,606387.56,13263295.66,0.5086,Mid-Construction,0.6469,22335865.62,12940364.06,2018-11-11,Interest Reserve Exhausted,0.0807,0.055,0.0807,0.4692,0,16,0.332364,2.68,Medium,0.0807,max_contract_vs_cost_of_funds,34526324.22,0.5086,12940364.06,0.013600000000000003,0.345964,0.345964,1.6434860000000002,1.0135,1.6656730610000003,1.6656730610000003,macro_plus_industry,v1.0,baseline,0.576262914875804,0.05072,0.626982914875804,0.097628,0.626982914875804,0.565771826862309,True,development_stage_presale_lvr_proxy,0.626982914875804,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,8.0,Good,0.9
93,Development,VIC,Commercial Office,Professional Services,9,66613849.29,77398884.21,25925742.44,63655717.13,77398884.21,46739801.0,0.7017,0.6039,38113526.99,1839962.02,39953489.01,0.9392,Near-Complete,0.6798,52619294.58,4617552.9,2022-05-27,Cost Overrun,0.0928,0.0653,0.0928,0.1776,1,10,0.0,2.18,Medium,0.0928,max_contract_vs_cost_of_funds,77398884.21,0.9392,4617552.9,0.0036000000000000034,0.0036000000000000034,0.0036000000000000034,1.2547112973310972,0.976,1.224598226195151,1.224598226195151,macro_plus_industry,v1.0,baseline,0.004408553614302547,0.048720000000000006,0.053128553614302555,0.161576,0.053128553614302555,0.04454425443551801,True,development_stage_presale_lvr_proxy,0.053128553614302555,development,Unknown,Near-Complete,NotApplicable,Commercial Office,Low,10.0,Strong,0.7
94,Development,SA,Mixed-Use,Construction,91,34050185.84,54005004.38,10027983.46,48115882.42,54005004.38,24104271.33,0.7079,0.4463,24093102.03,1716862.48,25809964.52,1.0,Complete Unsold,0.8262,44618653.47,0.0,2021-12-11,90 DPD,0.0931,0.0792,0.0931,0.109,0,12,0.0,2.68,Medium,0.0931,max_contract_vs_cost_of_funds,54005004.38,1.0,0.0,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2457799999999999,1.0135,1.26259803,1.26259803,macro_plus_industry,v1.0,baseline,0.017171333208000003,0.05072,0.067891333208,0.13914400000000002,0.067891333208,0.058444661540106045,True,development_stage_presale_lvr_proxy,0.067891333208,development,Unknown,Complete Unsold,NotApplicable,Mixed-Use,Medium,10.0,Strong,0.7
95,Development,NSW,Mixed-Use,Construction,17,33777059.11,43106246.44,11106261.34,27995906.64,43106246.44,23579031.59,0.6981,0.547,18277221.33,983693.93,19260915.26,0.6813,Mid-Construction,0.4898,21115561.08,10705844.2,2018-02-15,Pre-sale Shortfall,0.0899,0.0825,0.0899,0.3505,1,19,0.0,2.68,Medium,0.0899,max_contract_vs_cost_of_funds,43106246.44,0.6813,10705844.2,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.598144166666667,1.0135,1.619719112916667,1.619719112916667,macro_plus_industry,v1.0,baseline,0.022028179935666675,0.05072,0.07274817993566668,0.08,0.07274817993566668,0.06692832554081335,True,development_stage_presale_lvr_proxy,0.07274817993566668,development,Unknown,Mid-Construction,NotApplicable,Mixed-Use,Medium,7.0,Good,0.9
96,Development,VIC,Mixed-Use,Construction,104,57169026.5,87568823.93,14882439.72,80927892.2,87568823.93,42518158.23,0.7437,0.4855,38496584.4,1273128.1,39769712.5,0.9668,Complete Unsold,0.6605,57840012.08,1803280.96,2019-10-09,Builder Insolvency,0.0763,0.0796,0.0796,0.0758,0,10,0.0,2.68,Medium,0.0796,max_contract_vs_cost_of_funds,87568823.93,0.9668,1803280.96,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.2454389217711845,1.0135,1.2622523472150957,1.2622523472150957,macro_plus_industry,v1.0,baseline,0.017166631922125305,0.05072,0.06788663192212531,0.11926,0.06788663192212531,0.05979047219909264,True,development_stage_presale_lvr_proxy,0.06788663192212531,development,Unknown,Complete Unsold,NotApplicable,Mixed-Use,Medium,9.0,Strong,0.7
97,Development,NSW,Residential Apartments,Construction,14,64825977.41,101226234.94,16756169.06,78450381.1,101226234.94,37048805.88,0.5715,0.366,33812323.34,2162201.74,35974525.07,0.7903,Near-Complete,0.8819,89270416.68,15213115.53,2020-06-06,90 DPD,0.0829,0.0653,0.0829,0.225,1,9,0.0,2.68,Medium,0.0829,max_contract_vs_cost_of_funds,101226234.94,0.7903,15213115.53,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.3555625,1.0135,1.3738625937500002,1.3738625937500002,macro_plus_industry,v1.0,baseline,0.018684531275000006,0.05072,0.06940453127500001,0.18582800000000002,0.06940453127500001,0.05650722603722931,True,development_stage_presale_lvr_proxy,0.06940453127500001,development,Unknown,Near-Complete,NotApplicable,Residential Apartments,Medium,11.0,Strong,0.7
98,Development,QLD,Residential Houses/Lots,Construction,45,36497035.18,42527167.54,12668596.89,22913654.31,42527167.54,26200560.88,0.7179,0.6161,20441303.31,1415823.48,21857126.78,0.5298,Mid-Construction,0.4868,20701158.74,17067743.67,2023-11-03,Cost Overrun,0.0983,0.0817,0.0983,0.4612,0,22,0.495513,2.68,Medium,0.0983,max_contract_vs_cost_of_funds,42527167.54,0.5298,17067743.67,0.013600000000000003,0.509113,0.509113,1.6745126666666665,1.0135,1.6971185876666666,1.6971185876666666,macro_plus_industry,v1.0,baseline,0.8640251355227396,0.05072,0.9147451355227396,0.08,0.9147451355227396,0.8415655246809205,True,development_stage_presale_lvr_proxy,0.9147451355227396,development,Unknown,Mid-Construction,NotApplicable,Residential Houses/Lots,Medium,6.0,Satisfactory,1.15
99,Development,QLD,Residential Apartments,Construction,56,79287114.43,118648176.69,23041629.14,36045835.6,118648176.69,50589727.08,0.6381,0.4264,21008063.76,1049388.91,22057452.67,0.2256,Early Construction,0.6832,81056652.24,62914301.82,2021-08-13,Interest Reserve Exhausted,0.083,0.0764,0.083,0.6,1,20,0.0,2.68,Medium,0.083,max_contract_vs_cost_of_funds,118648176.69,0.2256,62914301.82,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6541666666666668,1.0135,1.676497916666667,1.676497916666667,macro_plus_industry,v1.0,baseline,0.022800371666666673,0.05072,0.07352037166666667,0.071984,0.07352037166666667,0.06822808123261333,True,development_stage_presale_lvr_proxy,0.07352037166666667,development,Unknown,Early Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
100,Development,QLD,Residential Apartments,Construction,15,7443322.44,11531433.69,3257238.41,5925474.17,11531433.69,5048262.86,0.6782,0.4378,3514791.71,266223.73,3781015.45,0.4875,Mid-Construction,0.516,5950765.5,4321242.49,2020-05-24,Builder Insolvency,0.0921,0.0822,0.0921,0.4861,1,16,0.0,2.68,Medium,0.0921,max_contract_vs_cost_of_funds,11531433.69,0.4875,4321242.49,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.6511755000000001,1.0135,1.6734663692500003,1.6734663692500003,macro_plus_industry,v1.0,baseline,0.022759142621800007,0.05072,0.07347914262180001,0.08192,0.07347914262180001,0.06745973125822216,True,development_stage_presale_lvr_proxy,0.07347914262180001,development,Unknown,Mid-Construction,NotApplicable,Residential Apartments,Medium,7.0,Good,0.9
101,Development,NSW,Residential Houses/Lots,Construction,25,58635224.81,87192048.68,16373664.03,67020862.15,87192048.68,42839287.39,0.7306,0.4913,36003470.77,2601570.79,38605041.56,0.7483,Near-Complete,0.9513,82943491.67,15311060.93,2021-11-23,90 DPD,0.0784,0.0618,0.0784,0.2313,1,19,0.0,2.68,Medium,0.0784,max_contract_vs_cost_of_funds,87192048.68,0.7483,15311060.93,0.013600000000000003,0.013600000000000003,0.013600000000000003,1.3647896616092023,1.0135,1.3832143220409268,1.3832143220409268,macro_plus_industry,v1.0,baseline,0.018811714779756607,0.05072,0.06953171477975661,0.19415600000000002,0.06953171477975661,0.05603171516497819,True,development_stage_presale_lvr_proxy,0.06953171477975661,development,Unknown,Near-Complete,NotApplicable,Residential Houses/Lots,Medium,11.0,Strong,0.7
