loan_id,product,cashflow_product,state,industry,annual_revenue,ebitda,ebitda_margin,leverage_ratio,dscr,bureau_score,fcf_margin,revenue_cagr,conduct_classification,years_in_business,pd_estimate,pd_score_band,facility_type,facility_limit,drawn_balance,undrawn_amount,ccf,ead,seniority,has_receivables_security,security_coverage_ratio,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,resolution_strategy,workout_months,realised_lgd,industry_risk_score,industry_risk_level,industry_debt_to_ebitda_benchmark,industry_icr_benchmark,industry_recovery_haircut,lgd_industry_adjusted,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,dscr_stress_overlay,conduct_overlay,supervisory_lgd,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band
213,Cashflow Lending,Working Capital Facility,NSW,Construction,3259378.35,711134.93,0.2182,11.39,1.3162,802,-0.0359,-0.1276,Green,24,0.042253,B,Revolving,5394254.36,3902655.66,1491598.7,0.7547,5028308.74,Senior Unsecured,0,0.1792,2020-07-26,90 DPD,0.0915,0.0756,0.0915,Voluntary Administration,11,0.670672,2.68,Medium,3.3,3.1,0.013600000000000003,0.6842720000000001,1.19,1.0135,1.206065,1.206065,macro_plus_industry,v1.0,baseline,0.8252765096800001,0.0385472,0.8638237096800001,0.0,0.0,0.5,0.8638237096800001,cashflow_lending,B,Working Capital Facility,Working Capital Facility,NotApplicable,Medium
214,Cashflow Lending,Business Line of Credit,NSW,Wholesale Trade,1379540.86,195458.88,0.1417,16.11,2.4752,761,0.1365,0.0841,Amber,20,0.014565,A,Revolving,1986393.31,1284512.12,701881.19,0.5876,1696962.05,Senior Unsecured,0,0.1696,2024-02-05,90 DPD,0.067,0.0516,0.067,Workout,21,0.652617,3.23,Elevated,3.5,2.9,0.0246,0.677217,1.1817,1.05475,1.246398075,1.246398075,macro_plus_industry,v1.0,baseline,0.8440819651572751,0.0359856,0.885067565157275,0.0,0.005,0.5,0.885067565157275,cashflow_lending,A,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
215,Cashflow Lending,Working Capital Facility,VIC,Agriculture,1671384.69,338142.46,0.2023,12.0,1.943,673,0.0169,-0.0451,Green,8,0.043776,B,Revolving,3731045.17,3538753.85,192291.32,0.7644,3685737.51,Senior Unsecured,0,0.1603,2023-10-06,Voluntary Administration,0.0793,0.0527,0.0793,Voluntary Administration,18,0.671999,3.5,Elevated,2.9,3.6,0.03,0.701999,1.19,1.075,1.27925,1.27925,macro_plus_industry,v1.0,baseline,0.89803222075,0.04104,0.93907222075,0.0,0.0,0.5,0.93907222075,cashflow_lending,B,Working Capital Facility,Working Capital Facility,NotApplicable,Elevated
216,Cashflow Lending,Merchant Cash Advance,NSW,Mining,6281140.51,1253205.04,0.1995,3.7,1.952,641,-0.0187,0.113,Green,23,0.027893,B,Revolving,3407094.38,2201895.88,1205198.49,0.7184,3067657.09,Senior Unsecured,0,0.0385,2023-11-01,Cash Flow Shortfall,0.084,0.063,0.084,Voluntary Administration,8,0.68783,3.5,Elevated,3.5,2.9,0.03,0.7178300000000001,1.24,1.075,1.333,1.333,macro_plus_industry,v1.0,baseline,0.9568673900000001,0.04104,0.9979073900000001,0.0,0.0,0.55,0.9979073900000001,cashflow_lending,B,Merchant Cash Advance,Merchant Cash Advance,NotApplicable,Elevated
217,Cashflow Lending,Equipment Finance,QLD,Mining,903192.73,128264.46,0.142,55.4,1.967,698,0.1786,-0.1228,Green,8,0.025704,B,Term,4251302.47,3706158.12,545144.36,1.0,4251302.47,Senior Unsecured,0,0.0492,2021-03-26,Bureau Downgrade,0.0842,0.0594,0.0842,Write-off,15,0.636847,3.5,Elevated,3.5,2.9,0.03,0.6668470000000001,1.09,1.075,1.17175,1.17175,macro_plus_industry,v1.0,baseline,0.7813779722500002,0.04104,0.8224179722500001,0.0,0.0,0.45,0.8224179722500001,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Elevated
218,Cashflow Lending,Business Term Loan,WA,Manufacturing,9313840.03,1893325.06,0.2033,4.73,2.3888,699,0.0164,0.0572,Green,22,0.026642,B,Term,6884666.65,6107206.58,777460.07,1.0,6884666.65,Senior Unsecured,0,0.0089,2024-06-02,Covenant Breach,0.0918,0.0571,0.0918,Workout,9,0.668503,3.5,Elevated,3.2,3.1,0.03,0.698503,1.14,1.075,1.2254999999999998,1.2254999999999998,macro_plus_industry,v1.0,baseline,0.8560154264999998,0.04104,0.8970554264999998,0.0,0.0,0.45,0.8970554264999998,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
219,Cashflow Lending,Invoice Finance,SA,Mining,8771480.36,743500.73,0.0848,3.21,1.1175,678,0.1578,-0.1081,Green,4,0.054598,C,Revolving,1335273.57,932136.38,403137.18,0.7797,1246473.79,Senior Secured,1,0.4171,2022-06-24,Bureau Downgrade,0.0786,0.074,0.0786,Write-off,18,0.605185,3.5,Elevated,3.5,2.9,0.03,0.635185,1.1185307692307696,1.075,1.2024205769230771,1.2024205769230771,macro_plus_industry,v1.0,baseline,0.7637595141528848,0.0432,0.8106095141528848,0.003650000000000002,0.0,0.35,0.8106095141528848,cashflow_lending,C,Invoice Finance,Invoice Finance,NotApplicable,Elevated
220,Cashflow Lending,Invoice Finance,QLD,Retail Trade,3254194.62,664338.31,0.2041,3.86,2.3603,494,0.1541,-0.0607,Amber,23,0.043598,B,Revolving,1737089.05,1337554.13,399534.92,0.7415,1633793.51,Senior Secured,1,0.7226,2024-03-31,90 DPD,0.1026,0.0796,0.1026,Voluntary Administration,13,0.306642,3.23,Elevated,3.1,3.2,0.0246,0.33124200000000004,1.09,1.05475,1.1496775000000001,1.1496775000000001,macro_plus_industry,v1.0,baseline,0.3808214744550001,0.0402192,0.4260406744550001,0.0,0.005,0.35,0.4260406744550001,cashflow_lending,B,Invoice Finance,Invoice Finance,NotApplicable,Elevated
221,Cashflow Lending,Business Term Loan,VIC,Manufacturing,6949738.57,465051.6,0.0669,7.16,1.3871,702,0.163,0.1744,Green,10,0.026635,B,Term,3157618.86,2888769.74,268849.12,1.0,3157618.86,Senior Unsecured,0,0.1137,2024-01-09,Covenant Breach,0.0948,0.0675,0.0948,Voluntary Administration,7,0.694755,3.5,Elevated,3.2,3.1,0.03,0.724755,1.14,1.075,1.2254999999999998,1.2254999999999998,macro_plus_industry,v1.0,baseline,0.8881872524999999,0.04104,0.9292272524999998,0.0,0.0,0.45,0.9292272524999998,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
222,Cashflow Lending,Trade Finance,WA,Professional Services,1854460.08,390656.64,0.2107,13.5,2.3912,610,0.0898,-0.1349,Amber,26,0.037184,B,Term,3019398.27,2559211.76,460186.5,1.0,3019398.27,Senior Secured,1,0.7542,2022-12-03,Bureau Downgrade,0.104,0.0588,0.104,DOCA,8,0.39934,2.18,Medium,2.3,4.3,0.0036000000000000034,0.40293999999999996,1.09,0.9760000000000001,1.0638400000000001,1.0638400000000001,macro_plus_industry,v1.0,baseline,0.4286636896,0.0370272,0.4706908896,0.0,0.005,0.4,0.4706908896,cashflow_lending,B,Trade Finance,Trade Finance,NotApplicable,Low
223,Cashflow Lending,Business Line of Credit,WA,Agriculture,26250817.37,3051369.36,0.1162,0.38,2.4656,598,0.0783,-0.1163,Red,22,0.052258,C,Revolving,1209951.66,1009681.78,200269.88,0.675,1144864.81,Senior Unsecured,0,0.098,2018-02-12,90 DPD,0.0829,0.0764,0.0829,Write-off,24,0.722256,3.5,Elevated,2.9,3.6,0.03,0.752256,1.224,1.075,1.3157999999999999,1.3157999999999999,macro_plus_industry,v1.0,baseline,0.9898184447999999,0.0432,1.0480184447999998,0.0,0.015,0.5,1.0,cashflow_lending,C,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
224,Cashflow Lending,Business Line of Credit,WA,Retail Trade,1755754.51,117154.92,0.0667,51.33,1.6335,493,0.0717,-0.1467,Amber,21,0.081238,D,Revolving,5139090.75,2509399.85,2629690.9,0.7403,4456259.2,Senior Unsecured,0,0.1803,2022-06-19,Covenant Breach,0.0673,0.0545,0.0673,Workout,24,0.871705,3.23,Elevated,3.1,3.2,0.0246,0.8963049999999999,1.2546,1.05475,1.32328935,1.32328935,macro_plus_industry,v1.0,baseline,1.1860708608517498,0.0465696,1.2376404608517497,0.0,0.005,0.5,1.0,cashflow_lending,D,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
225,Cashflow Lending,Professional Practice Loan,VIC,Mining,11106164.33,2329800.68,0.2098,0.9,0.8582,722,0.1238,-0.1063,Green,31,0.036445,B,Term,1749752.09,1431702.4,318049.68,1.0,1749752.09,Senior Unsecured,0,0.1186,2020-12-11,Bureau Downgrade,0.0718,0.0755,0.0755,Write-off,8,0.737761,3.5,Elevated,3.5,2.9,0.03,0.767761,1.134451876923077,1.075,1.2195357676923075,1.2195357676923075,macro_plus_industry,v1.0,baseline,0.9363120005392137,0.04104,0.9861880005392136,0.008836000000000002,0.0,0.45,0.9861880005392136,cashflow_lending,B,Professional Practice Loan,Professional Practice Loan,NotApplicable,Elevated
226,Cashflow Lending,Professional Practice Loan,NT,Agriculture,5982526.32,908295.74,0.1518,15.09,2.28,530,0.1234,-0.0809,Amber,34,0.040414,B,Term,7600288.87,6767878.85,832410.02,1.0,7600288.87,Senior Unsecured,0,0.1543,2022-12-09,Voluntary Administration,0.096,0.0505,0.096,Voluntary Administration,28,0.67248,3.5,Elevated,2.9,3.6,0.03,0.70248,1.1263333333333336,1.075,1.2108083333333337,1.2108083333333337,macro_plus_industry,v1.0,baseline,0.8505686380000003,0.04104,0.8966086380000002,0.0,0.005,0.45,0.8966086380000002,cashflow_lending,B,Professional Practice Loan,Professional Practice Loan,NotApplicable,Elevated
227,Cashflow Lending,Business Term Loan,NSW,Retail Trade,6998868.65,979938.45,0.14,1.8,1.729,579,-0.0315,0.1677,Amber,3,0.0447,B,Term,1737137.62,1510848.41,226289.21,1.0,1737137.62,Senior Unsecured,0,0.0489,2021-08-31,Covenant Breach,0.0671,0.0647,0.0671,Write-off,25,0.734144,3.23,Elevated,3.1,3.2,0.0246,0.758744,1.1666,1.05475,1.2304713500000002,1.2304713500000002,macro_plus_industry,v1.0,baseline,0.9336127539844001,0.0402192,0.9788319539844001,0.0,0.005,0.45,0.9788319539844001,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Elevated
228,Cashflow Lending,Equipment Finance,VIC,Wholesale Trade,1388620.08,232777.18,0.1676,45.67,2.4951,599,0.1937,-0.0418,Green,3,0.031916,B,Term,7351219.52,6405973.64,945245.88,1.0,7351219.52,Senior Unsecured,0,0.0095,2018-08-18,Cash Flow Shortfall,0.0687,0.0728,0.0728,Workout,26,0.657848,3.23,Elevated,3.5,2.9,0.0246,0.6824479999999999,1.1190666666666667,1.05475,1.1803355666666668,1.1803355666666668,macro_plus_industry,v1.0,baseline,0.8055176468005334,0.0402192,0.8457368468005334,0.0,0.0,0.45,0.8457368468005334,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Elevated
229,Cashflow Lending,Equipment Finance,VIC,Retail Trade,8261925.22,435689.49,0.0527,16.38,0.8471,833,0.1772,-0.0379,Green,10,0.023203,A,Term,6568728.2,5390791.09,1177937.11,1.0,6568728.2,Senior Unsecured,0,0.0671,2023-04-27,Cash Flow Shortfall,0.0752,0.0665,0.0752,Workout,20,0.665263,3.23,Elevated,3.1,3.2,0.0246,0.689863,1.1218659179487178,1.05475,1.1832880769564103,1.1832880769564103,macro_plus_industry,v1.0,baseline,0.81630666263338,0.0359856,0.86135026263338,0.009058000000000002,0.0,0.45,0.86135026263338,cashflow_lending,A,Equipment Finance,Equipment Finance,NotApplicable,Elevated
230,Cashflow Lending,Working Capital Facility,VIC,Health Care,4421298.22,762447.3,0.1724,1.45,3.4418,761,0.0412,0.2369,Green,10,0.01409,A,Revolving,784453.95,367512.05,416941.9,0.7034,660781.4,Senior Unsecured,0,0.1498,2019-09-28,Cash Flow Shortfall,0.0998,0.0758,0.0998,Voluntary Administration,15,0.51034,2.22,Medium,2.1,4.5,0.004400000000000004,0.51474,1.17,0.979,1.14543,1.14543,macro_plus_industry,v1.0,baseline,0.5895986381999999,0.0332384,0.6228370381999999,0.0,0.0,0.5,0.6228370381999999,cashflow_lending,A,Working Capital Facility,Working Capital Facility,NotApplicable,Low
231,Cashflow Lending,Professional Practice Loan,TAS,Transport,4153005.43,425347.31,0.1024,15.05,1.4535,552,0.0047,0.071,Green,7,0.053909,C,Term,3810053.31,3472368.34,337684.96,1.0,3810053.31,Senior Unsecured,0,0.1268,2023-09-13,Covenant Breach,0.0722,0.0729,0.0729,Workout,13,0.693964,2.14,Medium,2.6,3.8,0.0028000000000000026,0.696764,1.1,0.973,1.0703,1.0703,macro_plus_industry,v1.0,baseline,0.7457465092000001,0.038848,0.7845945092000001,0.0,0.0,0.45,0.7845945092000001,cashflow_lending,C,Professional Practice Loan,Professional Practice Loan,NotApplicable,Low
232,Cashflow Lending,Professional Practice Loan,QLD,Professional Services,3541416.75,406233.68,0.1147,13.84,2.3921,788,0.089,0.089,Green,13,0.019381,A,Term,4814941.2,4316995.45,497945.75,1.0,4814941.2,Senior Unsecured,0,0.1217,2023-02-28,90 DPD,0.076,0.0768,0.0768,Workout,20,0.549594,2.18,Medium,2.3,4.3,0.0036000000000000034,0.5531940000000001,1.0771333333333333,0.976,1.0512821333333333,1.0512821333333333,macro_plus_industry,v1.0,baseline,0.5815629684672,0.0331296,0.6146925684672,0.0,0.0,0.45,0.6146925684672,cashflow_lending,A,Professional Practice Loan,Professional Practice Loan,NotApplicable,Low
233,Cashflow Lending,Professional Practice Loan,WA,Construction,3569778.84,533666.53,0.1495,14.22,3.0735,601,-0.0263,0.184,Amber,24,0.030164,B,Term,4241879.9,3813465.13,428414.77,1.0,4241879.9,Senior Unsecured,0,0.1677,2018-01-31,Voluntary Administration,0.0767,0.0701,0.0767,Workout,28,0.605876,2.68,Medium,3.3,3.1,0.013600000000000003,0.619476,1.1263333333333336,1.0135,1.1415388333333336,1.1415388333333336,macro_plus_industry,v1.0,baseline,0.7071559103180002,0.0385472,0.7507031103180002,0.0,0.005,0.45,0.7507031103180002,cashflow_lending,B,Professional Practice Loan,Professional Practice Loan,NotApplicable,Medium
234,Cashflow Lending,Invoice Finance,NSW,Accommodation & Food,3660945.61,662260.59,0.1809,15.17,3.1533,718,-0.0421,-0.1131,Green,4,0.035033,B,Revolving,6073339.59,3671871.74,2401467.85,0.7524,5478660.02,Senior Secured,1,0.7156,2021-05-09,Covenant Breach,0.0892,0.0564,0.0892,Workout,11,0.254115,2.68,Medium,2.7,3.7,0.013600000000000003,0.267715,1.09,1.0135,1.1047150000000001,1.1047150000000001,macro_plus_industry,v1.0,baseline,0.295748776225,0.0385472,0.35,0.0,0.0,0.35,0.35,cashflow_lending,B,Invoice Finance,Invoice Finance,NotApplicable,Medium
235,Cashflow Lending,Invoice Finance,SA,Agriculture,2773881.92,176837.07,0.0638,56.34,2.4403,802,0.1764,0.2286,Green,24,0.013477,A,Revolving,5763153.66,4046844.57,1716309.08,0.5858,5052193.65,Senior Secured,1,0.5676,2023-09-18,Voluntary Administration,0.0769,0.0691,0.0769,Voluntary Administration,25,0.370026,3.5,Elevated,2.9,3.6,0.03,0.400026,1.0949666666666669,1.075,1.1770891666666667,1.1770891666666667,macro_plus_industry,v1.0,baseline,0.470866270985,0.03672,0.507586270985,0.0,0.0,0.35,0.507586270985,cashflow_lending,A,Invoice Finance,Invoice Finance,NotApplicable,Elevated
236,Cashflow Lending,Business Line of Credit,NSW,Manufacturing,3560255.07,556133.29,0.1562,0.27,3.2309,672,0.1353,0.2252,Green,32,0.009884,A,Revolving,123478.69,63587.9,59890.79,0.5957,99262.83,Senior Unsecured,0,0.0912,2019-12-25,Covenant Breach,0.0919,0.0586,0.0919,Workout,15,0.547583,3.5,Elevated,3.2,3.1,0.03,0.5775830000000001,1.17,1.075,1.25775,1.25775,macro_plus_industry,v1.0,baseline,0.72645501825,0.03672,0.76317501825,0.0,0.0,0.5,0.76317501825,cashflow_lending,A,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
237,Cashflow Lending,Equipment Finance,QLD,Retail Trade,2480506.57,226704.65,0.0914,20.7,2.2968,734,0.1177,0.1599,Green,2,0.030215,B,Term,4336273.96,4131506.69,204767.26,1.0,4336273.96,Senior Unsecured,0,0.0949,2019-07-28,Voluntary Administration,0.0866,0.0601,0.0866,Write-off,11,0.641656,3.23,Elevated,3.1,3.2,0.0246,0.666256,1.09,1.05475,1.1496775000000001,1.1496775000000001,macro_plus_industry,v1.0,baseline,0.76597953244,0.0402192,0.8061987324400001,0.0,0.0,0.45,0.8061987324400001,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Elevated
238,Cashflow Lending,Business Term Loan,VIC,Manufacturing,465238.21,88052.44,0.1893,52.68,1.4515,603,-0.0027,0.1468,Red,14,0.063962,C,Term,2868344.45,2432015.82,436328.63,1.0,2868344.45,Senior Unsecured,0,0.1728,2020-11-02,Bureau Downgrade,0.0779,0.0687,0.0779,DOCA,9,0.817869,3.5,Elevated,3.2,3.1,0.03,0.847869,1.15,1.075,1.2362499999999998,1.2362499999999998,macro_plus_industry,v1.0,baseline,1.0481780512499999,0.0432,1.1063780512499997,0.0,0.015,0.45,1.0,cashflow_lending,C,Business Term Loan,Business Term Loan,NotApplicable,Elevated
239,Cashflow Lending,Invoice Finance,WA,Accommodation & Food,3493022.91,677957.64,0.1941,1.84,0.8505,595,0.133,0.1632,Green,27,0.031125,B,Revolving,693978.3,571976.79,122001.51,0.6965,656944.77,Senior Secured,1,0.529,2023-05-10,90 DPD,0.0991,0.0537,0.0991,Workout,11,0.56834,2.68,Medium,2.7,3.7,0.013600000000000003,0.58194,1.1352266153846156,1.0135,1.150552174692308,1.150552174692308,macro_plus_industry,v1.0,baseline,0.6695523325404417,0.0385472,0.7170895325404417,0.00899,0.0,0.35,0.7170895325404417,cashflow_lending,B,Invoice Finance,Invoice Finance,NotApplicable,Medium
240,Cashflow Lending,Trade Finance,VIC,Real Estate,4671469.03,300863.88,0.0644,20.32,1.7547,623,0.0993,0.2694,Green,30,0.02192,A,Term,3922579.72,3767298.79,155280.94,1.0,3922579.72,Senior Secured,1,0.6067,2021-06-27,Bureau Downgrade,0.0898,0.0616,0.0898,DOCA,20,0.422303,2.9,Medium,3.8,2.7,0.018,0.440303,1.0771333333333333,1.03,1.1094473333333332,1.1094473333333332,macro_plus_industry,v1.0,baseline,0.48849298920866663,0.035088,0.5235809892086666,0.0,0.0,0.4,0.5235809892086666,cashflow_lending,A,Trade Finance,Trade Finance,NotApplicable,Medium
241,Cashflow Lending,Merchant Cash Advance,QLD,Transport,3975579.95,325136.19,0.0818,8.76,2.7632,610,0.1208,0.242,Amber,25,0.022672,A,Revolving,3153633.01,1630006.01,1523627.01,0.7499,2772582.08,Senior Unsecured,0,0.1802,2022-08-02,Cash Flow Shortfall,0.0929,0.0667,0.0929,Workout,22,0.606737,2.14,Medium,2.6,3.8,0.0028000000000000026,0.609537,1.2362666666666668,0.9730000000000001,1.202887466666667,1.202887466666667,macro_plus_industry,v1.0,baseline,0.7332044177696001,0.0330208,0.7712252177696001,0.0,0.005,0.55,0.7712252177696001,cashflow_lending,A,Merchant Cash Advance,Merchant Cash Advance,NotApplicable,Low
242,Cashflow Lending,Professional Practice Loan,NSW,Arts & Recreation,1089256.29,151260.26,0.1389,56.0,2.5376,633,0.1573,0.0772,Green,32,0.016104,A,Term,4710969.67,3915476.47,795493.21,1.0,4710969.67,Senior Unsecured,0,0.0196,2018-05-25,Cash Flow Shortfall,0.0904,0.0637,0.0904,DOCA,8,0.559986,3.1,Elevated,2.4,3.3,0.022000000000000002,0.581986,1.07,1.045,1.11815,1.11815,macro_plus_industry,v1.0,baseline,0.6507476459,0.035632000000000004,0.6863796459,0.0,0.0,0.45,0.6863796459,cashflow_lending,A,Professional Practice Loan,Professional Practice Loan,NotApplicable,Elevated
243,Cashflow Lending,Equipment Finance,ACT,Education & Training,4188752.77,860826.49,0.2055,7.88,1.1545,684,0.0021,-0.0876,Green,24,0.044461,B,Term,6284268.87,5599742.88,684525.99,1.0,6284268.87,Senior Unsecured,0,0.1851,2020-09-03,Cash Flow Shortfall,0.071,0.0737,0.0737,Write-off,24,0.668866,2.3,Medium,1.8,5.0,0.005999999999999997,0.674866,1.1264395384615384,0.985,1.1095429453846153,1.1095429453846153,macro_plus_industry,v1.0,baseline,0.7487928093799338,0.037392,0.7890948093799337,0.0029099999999999994,0.0,0.45,0.7890948093799337,cashflow_lending,B,Equipment Finance,Equipment Finance,NotApplicable,Low
244,Cashflow Lending,Working Capital Facility,QLD,Construction,5448450.46,434292.33,0.0797,21.38,1.6428,570,0.01,-0.0725,Green,25,0.033356,B,Revolving,6160165.85,5313479.1,846686.75,0.6711,5881673.6,Senior Unsecured,0,0.1157,2023-05-23,Covenant Breach,0.0822,0.0648,0.0822,Workout,25,0.686078,2.68,Medium,3.3,3.1,0.013600000000000003,0.699678,1.2177666666666667,1.0135,1.2342065166666667,1.2342065166666667,macro_plus_industry,v1.0,baseline,0.8635471471683,0.0385472,0.9020943471683001,0.0,0.0,0.5,0.9020943471683001,cashflow_lending,B,Working Capital Facility,Working Capital Facility,NotApplicable,Medium
245,Cashflow Lending,Trade Finance,WA,Professional Services,11387269.35,1362971.55,0.1197,3.08,3.1482,668,0.1172,0.2567,Amber,29,0.011557,A,Term,2854872.63,2759380.37,95492.26,1.0,2854872.63,Senior Secured,1,0.468,2020-11-08,Bureau Downgrade,0.0989,0.0742,0.0989,Workout,22,0.591703,2.18,Medium,2.3,4.3,0.0036000000000000034,0.595303,1.0842666666666667,0.976,1.0582442666666667,1.0582442666666667,macro_plus_industry,v1.0,baseline,0.6299759866794667,0.0331296,0.6681055866794667,0.0,0.005,0.4,0.6681055866794667,cashflow_lending,A,Trade Finance,Trade Finance,NotApplicable,Low
246,Cashflow Lending,Working Capital Facility,VIC,Financial Services,2261328.82,344157.77,0.1522,0.9,1.747,733,0.0934,-0.0414,Green,8,0.037971,B,Revolving,304908.22,176910.16,127998.05,0.7294,270276.31,Senior Unsecured,0,0.0115,2020-01-30,Cash Flow Shortfall,0.0722,0.0609,0.0722,Workout,12,0.643831,2.45,Medium,2.5,4.0,0.009000000000000005,0.652831,1.19,0.99625,1.1855375,1.1855375,macro_plus_industry,v1.0,baseline,0.7739556316625,0.037848,0.8118036316625,0.0,0.0,0.5,0.8118036316625,cashflow_lending,B,Working Capital Facility,Working Capital Facility,NotApplicable,Low
247,Cashflow Lending,Business Term Loan,VIC,Real Estate,1883906.03,345318.8,0.1833,1.46,1.8616,493,0.1319,0.2133,Amber,34,0.02709,B,Term,286487.27,239298.53,47188.74,1.0,286487.27,Senior Unsecured,0,0.1381,2023-11-17,Bureau Downgrade,0.0728,0.0541,0.0728,Voluntary Administration,15,0.711438,2.9,Medium,3.8,2.7,0.018,0.729438,1.14,1.03,1.1742,1.1742,macro_plus_industry,v1.0,baseline,0.8565060996,0.039216,0.9007220996,0.0,0.005,0.45,0.9007220996,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Medium
248,Cashflow Lending,Business Term Loan,VIC,Information Technology,850617.6,90304.75,0.1062,139.87,1.6115,638,0.0982,0.0095,Green,15,0.039424,B,Term,6908728.02,5851177.15,1057550.87,1.0,6908728.02,Senior Unsecured,0,0.1963,2022-05-26,Bureau Downgrade,0.1029,0.0691,0.1029,Voluntary Administration,18,0.703053,2.55,Medium,2.0,4.8,0.010999999999999996,0.714053,1.14,1.00375,1.1442749999999997,1.1442749999999997,macro_plus_industry,v1.0,baseline,0.8170729965749999,0.038152,0.8552249965749998,0.0,0.0,0.45,0.8552249965749998,cashflow_lending,B,Business Term Loan,Business Term Loan,NotApplicable,Medium
249,Cashflow Lending,Trade Finance,QLD,Manufacturing,1270788.93,80890.34,0.0637,2.6,1.6901,714,0.1199,0.1897,Green,17,0.029536,B,Term,207106.78,172363.83,34742.96,1.0,207106.78,Senior Secured,1,0.7966,2020-05-27,Bureau Downgrade,0.0799,0.067,0.0799,DOCA,17,0.42213,3.5,Elevated,3.2,3.1,0.03,0.45213000000000003,1.09,1.075,1.17175,1.17175,macro_plus_industry,v1.0,baseline,0.5297833275000001,0.04104,0.5708233275000001,0.0,0.0,0.4,0.5708233275000001,cashflow_lending,B,Trade Finance,Trade Finance,NotApplicable,Elevated
250,Cashflow Lending,Equipment Finance,QLD,Financial Services,13441935.88,1777473.64,0.1322,0.37,0.882,536,0.0601,-0.1232,Green,22,0.081396,D,Term,344431.64,316352.69,28078.95,1.0,344431.64,Senior Unsecured,0,0.1479,2019-03-17,Bureau Downgrade,0.0749,0.0665,0.0749,Write-off,10,0.845304,2.45,Medium,2.5,4.0,0.009000000000000005,0.8543040000000001,1.1736006153846155,0.99625,1.169199613076923,1.169199613076923,macro_plus_industry,v1.0,baseline,0.9988519062500678,0.043824,1.0510359062500678,0.008360000000000001,0.0,0.45,1.0,cashflow_lending,D,Equipment Finance,Equipment Finance,NotApplicable,Low
251,Cashflow Lending,Business Line of Credit,VIC,Wholesale Trade,2228352.66,117189.76,0.0526,6.26,2.4718,651,0.1019,0.2268,Green,22,0.017187,A,Revolving,517217.9,466642.81,50575.08,0.681,501084.36,Senior Unsecured,0,0.1296,2023-11-20,Bureau Downgrade,0.0901,0.052,0.0901,Write-off,27,0.595185,3.23,Elevated,3.5,2.9,0.0246,0.6197849999999999,1.2051,1.05475,1.2710792250000003,1.2710792250000003,macro_plus_industry,v1.0,baseline,0.7877958374666251,0.0359856,0.823781437466625,0.0,0.0,0.5,0.823781437466625,cashflow_lending,A,Business Line of Credit,Business Line of Credit,NotApplicable,Elevated
252,Cashflow Lending,Professional Practice Loan,VIC,Real Estate,1004844.95,52903.08,0.0526,121.24,1.478,517,-0.0227,0.0345,Green,7,0.08655,D,Term,4707774.84,4239953.08,467821.76,1.0,4707774.84,Senior Unsecured,0,0.0568,2023-06-13,Cash Flow Shortfall,0.0877,0.0637,0.0877,DOCA,24,0.835156,2.9,Medium,3.8,2.7,0.018,0.853156,1.1526,1.03,1.187178,1.187178,macro_plus_industry,v1.0,baseline,1.0128480337680001,0.045408000000000004,1.058256033768,0.0,0.0,0.45,1.0,cashflow_lending,D,Professional Practice Loan,Professional Practice Loan,NotApplicable,Medium
253,Cashflow Lending,Professional Practice Loan,QLD,Wholesale Trade,7576385.39,419681.13,0.0554,1.74,2.26,600,-0.0139,-0.0145,Green,26,0.042934,B,Term,613033.82,569043.46,43990.36,1.0,613033.82,Senior Unsecured,0,0.1758,2019-07-19,Bureau Downgrade,0.068,0.0724,0.0724,Workout,7,0.668161,3.23,Elevated,3.5,2.9,0.0246,0.692761,1.09,1.05475,1.1496775000000001,1.1496775000000001,macro_plus_industry,v1.0,baseline,0.7964517345775001,0.0402192,0.8366709345775001,0.0,0.0,0.45,0.8366709345775001,cashflow_lending,B,Professional Practice Loan,Professional Practice Loan,NotApplicable,Elevated
