loan_id,product,state,industry,annual_revenue,ebitda,leverage_ratio,interest_coverage_ratio,years_in_business,facility_type,facility_limit,drawn_balance,undrawn_amount,ccf,ead,seniority,has_director_guarantee,security_type,collateral_value,security_coverage_ratio,default_date,default_trigger,contract_rate_proxy,cost_of_funds_proxy,discount_rate,resolution_strategy,workout_months,realised_lgd,industry_risk_score,industry_risk_level,industry_debt_to_ebitda_benchmark,industry_icr_benchmark,discount_rate_proxy_used,discount_rate_source,icr_driver,dscr_driver,industry_driver,industry_recovery_haircut,lgd_industry_adjusted,lgd_base,macro_downturn_scalar,industry_downturn_adjustment,downturn_scalar,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,industry_moc,lgd_with_moc,cure_overlay_rate_proxy,liquidation_loss_proxy,lgd_after_cure_overlay_proxy,cure_overlay_applied_flag,cure_overlay_source,supervisory_lgd,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band
149,Commercial,NSW,Agriculture,3190024.85,611053.69,7.0,2.45,30,Revolving Credit,4158376.52,3847347.5,311029.01,0.6736,4056855.8,Senior Unsecured,1,PPSR - P&E,2818766.46,0.6948,2021-07-03,Voluntary Administration,0.0582,0.0612,0.0612,Voluntary Administration,18,0.598126,3.5,Elevated,2.9,3.6,0.0612,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.6281260000000001,0.6281260000000001,1.3098720000000001,1.075,1.4081124,1.4081124,macro_plus_industry,v1.0,baseline,0.8844720093624001,0.0324,0.9168720093624001,0.09666666666666668,0.9168720093624001,0.8282410484573681,True,secured_proxy,0.45,0.9168720093624001,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
150,Commercial,NSW,Arts & Recreation,5914456.36,530196.91,25.85,0.8,16,Revolving Credit,9474044.39,8331955.96,1142088.43,0.6196,9039612.33,Senior Secured,0,PPSR - Mixed,8132396.99,0.8996,2020-10-10,Receivership,0.0698,0.0656,0.0698,Receivership,35,0.638154,3.1,Elevated,2.4,3.3,0.0698,max_contract_vs_cost_of_funds,,,Arts & Recreation,0.022000000000000002,0.660154,0.660154,1.3041439999999997,1.045,1.3628304799999997,1.3628304799999997,macro_plus_industry,v1.0,baseline,0.8996779926939199,0.03144,0.9311179926939199,0.0457533333333333,0.9311179926939199,0.8885162408015308,True,secured_proxy,0.35,0.9311179926939199,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
151,Commercial,WA,Manufacturing,4977603.2,879895.64,13.94,2.04,17,Revolving Credit,10177604.26,5904776.09,4272828.16,0.6272,8584753.88,Senior Unsecured,1,Property,9684269.37,1.1281,2021-04-11,90 DPD,0.0716,0.0544,0.0716,Receivership,26,0.127446,3.5,Elevated,3.2,3.1,0.0716,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.157446,0.157446,1.1806666666666665,1.075,1.2692166666666664,1.2692166666666664,macro_plus_industry,v1.0,baseline,0.19983308729999996,0.0324,0.45,0.12895333333333336,0.23223308729999997,0.20228585658237397,True,secured_proxy,0.45,0.45,commercial,Unknown,Property,Property,NotApplicable,Elevated
152,Commercial,VIC,Agriculture,728787.96,131696.2,143.51,0.14,26,Term Loan,11819426.82,11738599.04,80827.78,1.0,11819426.82,Senior Secured,0,Property,12210997.34,1.0331,2022-12-25,90 DPD,0.0803,0.0562,0.0803,Receivership,32,0.367953,3.5,Elevated,2.9,3.6,0.0803,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.397953,0.397953,1.2036666666666664,1.075,1.2939416666666663,1.2939416666666663,macro_plus_industry,v1.0,baseline,0.5149279680749999,0.0324,0.5473279680749998,0.0849533333333333,0.5473279680749998,0.5008306327604684,True,secured_proxy,0.35,0.5473279680749998,commercial,Unknown,Property,Property,NotApplicable,Elevated
153,Commercial,WA,Utilities,1558957.26,87010.02,348.0,0.1,21,Overdraft,12747861.82,10482267.83,2265594.0,0.9781,12698291.83,Senior Unsecured,1,Property,10012471.54,0.7885,2021-11-17,Voluntary Administration,0.0618,0.0515,0.0618,Receivership,32,0.309192,1.9,Low,3.0,3.5,0.0618,max_contract_vs_cost_of_funds,,,Utilities,0.0,0.309192,0.309192,1.2766341666666665,0.955,1.2191856291666665,1.2191856291666665,macro_plus_industry,v1.0,baseline,0.37696244305329996,0.02856,0.45,0.03833333333333334,0.40552244305329993,0.3899774160695901,True,secured_proxy,0.45,0.45,commercial,Unknown,Property,Property,NotApplicable,Low
154,Commercial,NSW,Information Technology,2202153.39,416827.58,36.1,0.54,33,Term Loan,14054540.38,11907162.83,2147377.55,1.0,14054540.38,Senior Secured,1,PPSR - Mixed,10423931.19,0.7417,2018-03-04,Voluntary Administration,0.0699,0.0534,0.0699,Receivership,25,0.727171,2.55,Medium,2.0,4.8,0.0699,max_contract_vs_cost_of_funds,,,Information Technology,0.010999999999999996,0.738171,0.738171,1.320988,1.00375,1.325941705,1.325941705,macro_plus_industry,v1.0,baseline,0.978771714321555,0.030119999999999997,1.008891714321555,0.0675,1.0,0.9325,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
155,Commercial,NSW,Arts & Recreation,4161720.59,654022.98,5.13,9.61,6,Overdraft,1430414.54,1082762.09,347652.45,0.7848,1355603.85,Senior Secured,1,PPSR - P&E,1173153.89,0.8654,2022-08-16,Covenant Breach,0.0717,0.0501,0.0717,Workout,28,0.725671,3.1,Elevated,2.4,3.3,0.0717,max_contract_vs_cost_of_funds,,,Arts & Recreation,0.022000000000000002,0.747671,0.747671,1.2884560000000003,1.045,1.3464365200000001,1.3464365200000001,macro_plus_industry,v1.0,baseline,1.00669153934492,0.03144,1.03813153934492,0.06807999999999999,1.0,0.93192,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Elevated
156,Commercial,SA,Utilities,6986839.29,1271949.88,17.31,1.76,28,Revolving Credit,13423021.42,12705463.54,717557.87,0.6149,13146664.07,Senior Secured,1,PPSR - P&E,11053278.83,0.8408,2019-01-26,90 DPD,0.08,0.0682,0.08,Voluntary Administration,24,0.653157,1.9,Low,3.0,3.5,0.08,max_contract_vs_cost_of_funds,,,Utilities,0.0,0.653157,0.653157,1.281312,0.955,1.22365296,1.22365296,macro_plus_industry,v1.0,baseline,0.79923749639472,0.02856,0.82779749639472,0.07982666666666666,0.82779749639472,0.7617171815825174,True,secured_proxy,0.35,0.82779749639472,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Low
157,Commercial,QLD,Accommodation & Food,21564484.41,4775054.16,4.42,6.49,19,Revolving Credit,12222388.95,10302295.45,1920093.5,0.6911,11629347.05,Senior Secured,1,PPSR - P&E,5299370.93,0.4557,2023-05-27,Receivership,0.0592,0.0616,0.0616,Voluntary Administration,17,0.804934,2.68,Medium,2.7,3.7,0.0616,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.8185340000000001,0.8185340000000001,1.38,1.0135,1.39863,1.39863,macro_plus_industry,v1.0,baseline,1.1448262084200003,0.030431999999999997,1.1752582084200003,0.09666666666666668,1.0,0.9033333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Medium
158,Commercial,NT,Accommodation & Food,1863686.95,301796.45,36.74,0.66,19,Revolving Credit,7154479.96,6570156.72,584323.24,0.6561,6953507.89,Senior Secured,0,PPSR - Mixed,5390574.75,0.7752,2021-06-22,90 DPD,0.0569,0.0562,0.0569,Receivership,31,0.754995,2.68,Medium,2.7,3.7,0.0569,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.768595,0.768595,1.3329279999999997,1.0135,1.3509225279999997,1.3509225279999997,macro_plus_industry,v1.0,baseline,1.0383123004081598,0.030431999999999997,1.0687443004081598,0.04250000000000001,1.0,0.9575,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
159,Commercial,VIC,Retail Trade,6183491.25,690372.04,11.26,1.74,22,Revolving Credit,8441722.4,4865109.06,3576613.34,0.6809,7300292.17,Senior Secured,1,PPSR - Receivables,7426160.79,1.0172,2024-05-11,Voluntary Administration,0.0726,0.0685,0.0726,Workout,23,0.479976,3.23,Elevated,3.1,3.2,0.0726,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.504576,0.504576,1.22,1.05475,1.2867950000000001,1.2867950000000001,macro_plus_industry,v1.0,baseline,0.6492858739200001,0.031752,0.6810378739200001,0.11927333333333334,0.6810378739200001,0.5998082165713153,True,secured_proxy,0.35,0.6810378739200001,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Elevated
160,Commercial,NSW,Manufacturing,7576243.86,836597.88,17.15,0.98,36,Term Loan,13802649.31,11798001.81,2004647.5,1.0,13802649.31,Senior Secured,1,PPSR - Mixed,13974223.29,1.0124,2022-04-20,Covenant Breach,0.0795,0.0574,0.0795,Workout,32,0.632872,3.5,Elevated,3.2,3.1,0.0795,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.662872,0.662872,1.256,1.075,1.3501999999999998,1.3501999999999998,macro_plus_industry,v1.0,baseline,0.8950097744,0.0324,0.9274097743999999,0.08081333333333332,0.9274097743999999,0.8524626991648213,True,secured_proxy,0.35,0.9274097743999999,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
161,Commercial,TAS,Financial Services,11179144.76,1017677.74,29.6,0.99,4,Term Loan,12889448.27,11931827.68,957620.59,1.0,12889448.27,Senior Secured,1,PPSR - Mixed,8433035.83,0.6543,2020-12-11,90 DPD,0.0653,0.0477,0.0653,Voluntary Administration,30,0.609168,2.45,Medium,2.5,4.0,0.0653,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.618168,0.618168,1.372452,0.99625,1.367305305,1.367305305,macro_plus_industry,v1.0,baseline,0.84522438578124,0.02988,0.8751043857812401,0.046666666666666676,0.8751043857812401,0.8342661811114489,True,secured_proxy,0.35,0.8751043857812401,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
162,Commercial,NSW,Mining,4215235.84,513351.94,4.94,5.49,18,Term Loan,1428403.08,1401142.78,27260.3,1.0,1428403.08,Senior Secured,1,Property,1208961.68,0.8464,2018-03-18,Covenant Breach,0.0669,0.0468,0.0669,Workout,26,0.302416,3.5,Elevated,3.5,2.9,0.0669,max_contract_vs_cost_of_funds,,,Mining,0.03,0.33241600000000004,0.33241600000000004,1.2336586666666665,1.075,1.3261830666666663,1.3261830666666663,macro_plus_industry,v1.0,baseline,0.4408444702890666,0.0324,0.4732444702890666,0.07261333333333334,0.4732444702890666,0.4388806118198098,True,secured_proxy,0.35,0.4732444702890666,commercial,Unknown,Property,Property,NotApplicable,Elevated
163,Commercial,VIC,Retail Trade,6449556.82,1087868.2,13.16,3.15,29,Overdraft,8145177.27,4397599.47,3747577.79,0.8713,7662997.42,Senior Secured,1,PPSR - Mixed,6822024.71,0.8903,2020-07-01,Receivership,0.084,0.0564,0.084,Receivership,34,0.609588,3.23,Elevated,3.1,3.2,0.084,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.634188,0.634188,1.3034919999999999,1.05475,1.374858187,1.374858187,macro_plus_industry,v1.0,baseline,0.871918563897156,0.031752,0.903670563897156,0.048060000000000005,0.903670563897156,0.8602401565962587,True,secured_proxy,0.35,0.903670563897156,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
164,Commercial,SA,Information Technology,6066715.73,1415865.42,11.01,1.63,3,Term Loan,12589122.31,10701707.3,1887415.01,1.0,12589122.31,Senior Unsecured,1,PPSR - Mixed,11594240.86,0.921,2020-10-09,90 DPD,0.0791,0.0659,0.0791,Receivership,32,0.679131,2.55,Medium,2.0,4.8,0.0791,max_contract_vs_cost_of_funds,,,Information Technology,0.010999999999999996,0.690131,0.690131,1.28444,1.00375,1.28925665,1.28925665,macro_plus_industry,v1.0,baseline,0.8897559811211501,0.030119999999999997,0.9198759811211501,0.06253333333333333,0.9198759811211501,0.8623530697683742,True,secured_proxy,0.45,0.9198759811211501,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
165,Commercial,NSW,Professional Services,8285450.91,473683.98,25.26,1.1,15,Term Loan,10719057.78,10359094.35,359963.44,1.0,10719057.78,Senior Secured,1,Property,10955000.68,1.022,2021-07-19,Receivership,0.0782,0.0468,0.0782,Receivership,14,0.292755,2.18,Medium,2.3,4.3,0.0782,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.296355,0.296355,1.15,0.976,1.1223999999999998,1.1223999999999998,macro_plus_industry,v1.0,baseline,0.3326288519999999,0.029232,0.3618608519999999,0.14106666666666667,0.3618608519999999,0.31081434781119993,True,secured_proxy,0.35,0.3618608519999999,commercial,Unknown,Property,Property,NotApplicable,Low
166,Commercial,VIC,Retail Trade,7839819.31,736239.53,26.41,1.59,29,Term Loan,11024211.92,9714155.53,1310056.39,1.0,11024211.92,Senior Secured,1,Property,10139704.33,0.9198,2018-01-07,90 DPD,0.0571,0.059,0.059,Write-off,12,0.272504,3.23,Elevated,3.1,3.2,0.059,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.29710400000000003,0.29710400000000003,1.1776689999999999,1.05475,1.24214637775,1.24214637775,macro_plus_industry,v1.0,baseline,0.369046657415036,0.031752,0.400798657415036,0.12062666666666666,0.400798657415036,0.35245165136658496,True,secured_proxy,0.35,0.400798657415036,commercial,Unknown,Property,Property,NotApplicable,Elevated
167,Commercial,SA,Professional Services,500000.0,41964.62,484.24,0.08,12,Term Loan,8654625.28,8025943.48,628681.8,1.0,8654625.28,Senior Secured,1,GSR Only,3005998.88,0.3473,2018-01-22,90 DPD,0.0719,0.0537,0.0719,Receivership,21,0.961784,2.18,Medium,2.3,4.3,0.0719,max_contract_vs_cost_of_funds,,,Professional Services,0.0036000000000000034,0.965384,0.965384,1.3339999999999999,0.976,1.3019839999999998,1.3019839999999998,macro_plus_industry,v1.0,baseline,1.2569145218559998,0.029232,1.2861465218559998,0.029458333333333336,1.0,0.9705416666666666,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Low
168,Commercial,NSW,Manufacturing,3989551.36,288396.25,53.2,1.13,22,Overdraft,6603392.39,4316321.62,2287070.78,0.8491,6258372.38,Senior Secured,1,Property,7047514.12,1.1261,2022-06-10,Covenant Breach,0.0556,0.0656,0.0656,Write-off,28,0.163737,3.5,Elevated,3.2,3.1,0.0656,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.193737,0.193737,1.1883333333333335,1.075,1.2774583333333334,1.2774583333333334,macro_plus_industry,v1.0,baseline,0.247490945125,0.0324,0.35,0.12022000000000001,0.279890945125,0.2462424557020725,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Elevated
169,Commercial,ACT,Health Care,6197579.43,722711.88,22.57,1.37,15,Term Loan,10788808.53,10237964.56,550843.97,1.0,10788808.53,Senior Secured,0,Property,7556782.36,0.7004,2019-01-31,90 DPD,0.0621,0.061,0.0621,Workout,15,0.546912,2.22,Medium,2.1,4.5,0.0621,max_contract_vs_cost_of_funds,,,Health Care,0.004400000000000004,0.5513119999999999,0.5513119999999999,1.2533619999999999,0.979,1.227041398,1.227041398,macro_plus_industry,v1.0,baseline,0.6764826472141758,0.029328,0.7058106472141759,0.09666666666666668,0.7058106472141759,0.6375822846501389,True,secured_proxy,0.35,0.7058106472141759,commercial,Unknown,Property,Property,NotApplicable,Low
170,Commercial,NT,Financial Services,1341795.85,189585.09,129.17,0.28,4,Term Loan,11448799.0,11332606.76,116192.23,1.0,11448799.0,Senior Secured,1,GSR Only,3757075.4,0.3282,2021-07-11,Voluntary Administration,0.0695,0.0643,0.0695,Receivership,33,0.940894,2.45,Medium,2.5,4.0,0.0695,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.949894,0.949894,1.38,0.9962499999999999,1.3748249999999997,1.3748249999999997,macro_plus_industry,v1.0,baseline,1.3059380185499998,0.02988,1.3358180185499997,0.011958333333333336,1.0,0.9880416666666667,True,dampened_unsecured_proxy,0.35,1.0,commercial,Unknown,GSR Only,GSR Only,NotApplicable,Low
171,Commercial,VIC,Retail Trade,15955868.5,2979587.97,7.21,3.52,30,Term Loan,12586122.99,12510150.28,75972.71,1.0,12586122.99,Senior Unsecured,1,Property,12367371.21,0.9826,2019-06-15,Voluntary Administration,0.0788,0.0497,0.0788,Receivership,19,0.332963,3.23,Elevated,3.1,3.2,0.0788,max_contract_vs_cost_of_funds,,,Retail Trade,0.0246,0.357563,0.357563,1.1598363333333332,1.05475,1.2233373725833334,1.2233373725833334,macro_plus_industry,v1.0,baseline,0.4374201809530145,0.031752,0.4691721809530145,0.12902,0.4691721809530145,0.40863958616645657,True,secured_proxy,0.45,0.4691721809530145,commercial,Unknown,Property,Property,NotApplicable,Elevated
172,Commercial,VIC,Accommodation & Food,3624438.99,449992.47,14.17,2.0,3,Term Loan,5621553.39,5227640.67,393912.73,1.0,5621553.39,Senior Unsecured,1,PPSR - P&E,4743322.48,0.8438,2020-05-10,90 DPD,0.067,0.0686,0.0686,Write-off,32,0.697212,2.68,Medium,2.7,3.7,0.0686,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.7108120000000001,0.7108120000000001,1.3122319999999998,1.0135,1.329947132,1.329947132,macro_plus_industry,v1.0,baseline,0.9453423807911842,0.030431999999999997,0.9757743807911842,0.04709333333333333,0.9757743807911842,0.929821912618458,True,secured_proxy,0.45,0.9757743807911842,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Medium
173,Commercial,ACT,Manufacturing,12207176.88,1973726.63,6.72,4.41,30,Revolving Credit,7469342.49,3784417.38,3684925.11,0.6769,6278739.05,Senior Secured,1,PPSR - Mixed,4472419.32,0.7123,2022-11-20,90 DPD,0.0779,0.0522,0.0779,Workout,35,0.819262,3.5,Elevated,3.2,3.1,0.0779,max_contract_vs_cost_of_funds,,,Manufacturing,0.03,0.8492620000000001,0.8492620000000001,1.3715719999999998,1.075,1.4744398999999997,1.4744398999999997,macro_plus_industry,v1.0,baseline,1.2521857783537997,0.0324,1.2845857783537997,0.025833333333333333,1.0,0.9741666666666666,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
174,Commercial,NT,Education & Training,2083571.76,339621.48,31.16,1.11,33,Term Loan,5400929.62,5190584.09,210345.53,1.0,5400929.62,Senior Secured,0,PPSR - Mixed,3137370.21,0.5809,2023-01-29,Covenant Breach,0.0788,0.0472,0.0788,Workout,36,0.846457,2.3,Medium,1.8,5.0,0.0788,max_contract_vs_cost_of_funds,,,Education & Training,0.005999999999999997,0.852457,0.852457,1.4228759999999998,0.9850000000000001,1.4015328599999999,1.4015328599999999,macro_plus_industry,v1.0,baseline,1.1947464972370199,0.029519999999999998,1.2242664972370199,0.021666666666666667,1.0,0.9783333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
175,Commercial,VIC,Construction,4543620.37,376813.36,15.67,1.43,33,Term Loan,3313173.3,3178555.78,134617.52,1.0,3313173.3,Senior Secured,1,Property,3279517.64,0.9898,2018-11-08,Receivership,0.059,0.0685,0.0685,Receivership,29,0.350175,2.68,Medium,3.3,3.1,0.0685,max_contract_vs_cost_of_funds,,,Construction,0.013600000000000003,0.363775,0.363775,1.1956856666666666,1.0135,1.2118274231666668,1.2118274231666668,macro_plus_industry,v1.0,baseline,0.4408325208624542,0.030431999999999997,0.47126452086245424,0.08879333333333334,0.47126452086245424,0.4294193731733407,True,secured_proxy,0.35,0.47126452086245424,commercial,Unknown,Property,Property,NotApplicable,Medium
176,Commercial,NSW,Utilities,5216622.87,859012.84,2.28,20.5,18,Revolving Credit,900622.86,662930.79,237692.07,0.708,831209.62,Senior Secured,1,PPSR - Receivables,802863.68,0.9659,2020-01-08,Receivership,0.074,0.0535,0.074,Voluntary Administration,36,0.552952,1.9,Low,3.0,3.5,0.074,max_contract_vs_cost_of_funds,,,Utilities,0.0,0.552952,0.552952,1.284276,0.9550000000000001,1.22648358,1.22648358,macro_plus_industry,v1.0,baseline,0.67818654852816,0.02856,0.70674654852816,0.054846666666666655,0.70674654852816,0.6679838561632188,True,secured_proxy,0.35,0.70674654852816,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Low
177,Commercial,VIC,Accommodation & Food,3283018.33,681147.12,22.01,1.14,35,Overdraft,14732738.75,9862668.61,4870070.14,0.818,13846401.73,Senior Secured,1,PPSR - Mixed,10792264.36,0.7794,2021-10-03,Covenant Breach,0.0764,0.0599,0.0764,Write-off,21,0.564514,2.68,Medium,2.7,3.7,0.0764,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.578114,0.578114,1.291416,1.0135,1.308850116,1.308850116,macro_plus_industry,v1.0,baseline,0.7566645759612239,0.030431999999999997,0.787096575961224,0.08416666666666668,0.787096575961224,0.7208492808178208,True,secured_proxy,0.35,0.787096575961224,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Medium
178,Commercial,QLD,Transport,2598344.32,255645.77,41.77,0.81,21,Term Loan,4905831.0,4180097.63,725733.37,1.0,4905831.0,Senior Secured,1,PPSR - Mixed,3854641.57,0.7857,2019-05-23,Voluntary Administration,0.0675,0.0581,0.0675,Receivership,12,0.652694,2.14,Medium,2.6,3.8,0.0675,max_contract_vs_cost_of_funds,,,Transport,0.0028000000000000026,0.655494,0.655494,1.277148,0.9730000000000001,1.242665004,1.242665004,macro_plus_industry,v1.0,baseline,0.8145594541319761,0.029136000000000002,0.8436954541319761,0.09666666666666668,0.8436954541319761,0.7621382268992184,True,secured_proxy,0.35,0.8436954541319761,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
179,Commercial,QLD,Accommodation & Food,7166981.32,1126191.38,16.39,1.45,22,Term Loan,13655314.08,12333543.26,1321770.82,1.0,13655314.08,Senior Unsecured,1,PPSR - P&E,12889891.43,0.9439,2018-03-24,Covenant Breach,0.0565,0.0678,0.0678,Voluntary Administration,13,0.690319,2.68,Medium,2.7,3.7,0.0678,max_contract_vs_cost_of_funds,,,Accommodation & Food,0.013600000000000003,0.7039190000000001,0.7039190000000001,1.220196,1.0135,1.236668646,1.236668646,macro_plus_industry,v1.0,baseline,0.8705145566236742,0.030431999999999997,0.9009465566236742,0.12544666666666665,0.9009465566236742,0.787925814250423,True,secured_proxy,0.45,0.9009465566236742,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Medium
180,Commercial,QLD,Agriculture,6120781.35,1045783.34,12.94,3.14,13,Overdraft,6424780.42,5699071.33,725709.09,0.8542,6318953.42,Senior Unsecured,1,Property,5568166.3,0.8812,2021-06-27,90 DPD,0.0639,0.0533,0.0639,Voluntary Administration,31,0.354081,3.5,Elevated,2.9,3.6,0.0639,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.384081,0.384081,1.240819333333333,1.075,1.333880783333333,1.333880783333333,macro_plus_industry,v1.0,baseline,0.5123182651434499,0.0324,0.5447182651434499,0.05873999999999999,0.5447182651434499,0.5127215142489236,True,secured_proxy,0.45,0.5447182651434499,commercial,Unknown,Property,Property,NotApplicable,Elevated
181,Commercial,ACT,Education & Training,3836889.72,957226.81,12.78,2.27,9,Revolving Credit,7883438.18,5293528.39,2589909.79,0.5241,6650938.76,Senior Secured,0,PPSR - Mixed,3395501.82,0.5105,2020-01-14,Covenant Breach,0.0719,0.0555,0.0719,Workout,36,0.770906,2.3,Medium,1.8,5.0,0.0719,max_contract_vs_cost_of_funds,,,Education & Training,0.005999999999999997,0.776906,0.776906,1.4482199999999998,0.9849999999999999,1.4264966999999997,1.4264966999999997,macro_plus_industry,v1.0,baseline,1.1082538452101998,0.029519999999999998,1.1377738452101998,0.021666666666666667,1.0,0.9783333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Low
182,Commercial,QLD,Health Care,11532975.53,1713077.72,2.63,9.2,24,Term Loan,2418274.52,2067733.9,350540.61,1.0,2418274.52,Senior Secured,1,PPSR - P&E,1148425.13,0.4749,2023-12-14,90 DPD,0.0767,0.068,0.0767,Workout,21,0.682401,2.22,Medium,2.1,4.5,0.0767,max_contract_vs_cost_of_funds,,,Health Care,0.004400000000000004,0.686801,0.686801,1.392,0.9790000000000001,1.362768,1.362768,macro_plus_industry,v1.0,baseline,0.935950425168,0.029328,0.965278425168,0.08416666666666668,0.965278425168,0.88403415771636,True,secured_proxy,0.35,0.965278425168,commercial,Unknown,PPSR - P&E,PPSR - P&E,NotApplicable,Low
183,Commercial,NSW,Real Estate,7252492.0,861423.0,1.06,26.2,37,Term Loan,412586.27,365009.36,47576.91,1.0,412586.27,Senior Secured,1,PPSR - Receivables,202651.09,0.4912,2022-04-12,90 DPD,0.0554,0.0519,0.0554,Workout,21,0.863844,2.9,Medium,3.8,2.7,0.0554,max_contract_vs_cost_of_funds,,,Real Estate,0.018,0.881844,0.881844,1.392,1.03,1.43376,1.43376,macro_plus_industry,v1.0,baseline,1.2643526534399998,0.03096,1.29531265344,0.08416666666666668,1.0,0.9158333333333333,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Medium
184,Commercial,QLD,Arts & Recreation,3716079.68,456766.72,15.6,1.12,28,Revolving Credit,7652292.59,5312493.61,2339798.98,0.7449,7055374.54,Senior Secured,1,PPSR - Receivables,6752435.22,0.9571,2020-07-07,90 DPD,0.0559,0.0661,0.0661,Receivership,12,0.587965,3.1,Elevated,2.4,3.3,0.0661,max_contract_vs_cost_of_funds,,,Arts & Recreation,0.022000000000000002,0.609965,0.609965,1.215444,1.045,1.2701389799999998,1.2701389799999998,macro_plus_industry,v1.0,baseline,0.7747403229356998,0.03144,0.8061803229356999,0.12808666666666665,0.8061803229356999,0.7029193726386092,True,secured_proxy,0.35,0.8061803229356999,commercial,Unknown,PPSR - Receivables,PPSR - Receivables,NotApplicable,Elevated
185,Commercial,NSW,Financial Services,1530214.29,203662.75,50.56,0.48,7,Revolving Credit,9097854.25,5859098.81,3238755.44,0.5552,7657214.71,Senior Secured,1,Property,10479548.88,1.3686,2021-08-19,Covenant Breach,0.0811,0.0578,0.0811,Write-off,35,0.0,2.45,Medium,2.5,4.0,0.0811,max_contract_vs_cost_of_funds,,,Financial Services,0.009000000000000005,0.009000000000000005,0.009000000000000005,1.2151666666666665,0.99625,1.2106097916666665,1.2106097916666665,macro_plus_industry,v1.0,baseline,0.010895488125000003,0.02988,0.35,0.1395533333333333,0.040775488125,0.035085132838862505,True,secured_proxy,0.35,0.35,commercial,Unknown,Property,Property,NotApplicable,Low
186,Commercial,WA,Agriculture,11037705.62,694261.05,2.66,8.07,18,Overdraft,1667333.36,967520.92,699812.44,0.9341,1621219.01,Senior Secured,1,PPSR - Mixed,1052895.9,0.6494,2022-05-01,Covenant Breach,0.0624,0.0626,0.0626,Workout,32,0.705496,3.5,Elevated,2.9,3.6,0.0626,max_contract_vs_cost_of_funds,,,Agriculture,0.03,0.735496,0.735496,1.382216,1.075,1.4858821999999998,1.4858821999999998,macro_plus_industry,v1.0,baseline,1.0928604145712,0.0324,1.1252604145712,0.03833333333333334,1.0,0.9616666666666667,True,secured_proxy,0.35,1.0,commercial,Unknown,PPSR - Mixed,PPSR - Mixed,NotApplicable,Elevated
