loan_id,product,state,property_type,occupancy,loan_type,mortgage_class,property_value_orig,original_ltv,original_principal,credit_score,dti,seasoning_months,default_date,property_value_at_default,ead,ltv_at_default,lmi_flag,lmi_eligible,contract_rate_proxy,cost_of_funds_proxy,discount_rate,house_price_decline,unemployment_shock,rate_shock,resolution_type,workout_months,realised_lgd,discount_rate_proxy_used,discount_rate_source,arrears_stage_proxy,proxy_arrears_flag,repayment_behaviour_proxy,proxy_behaviour_flag,borrower_type_proxy,cure_rate_proxy,liquidation_loss_proxy,lgd_cure_proxy,foreclosure_channel_flag,cure_overlay_applied_flag,cure_overlay_source,lgd_base,downturn_scalar,house_price_driver,house_price_source,unemployment_driver,unemployment_source,unemployment_year_bucket,rate_shock_driver,rate_shock_source,macro_downturn_scalar,industry_downturn_adjustment,combined_downturn_scalar,overlay_source,parameter_version,scenario_id,lgd_downturn,lgd_with_moc,lgd_after_lmi,lgd_final,std_module,std_security_or_stage_band,std_product_segment,std_cashflow_family,std_property_backed_subtype,std_industry_risk_band,capital_K,rwa,rwa_after_apra_scalar
255,Mortgage,NSW,House,Investor,Interest-Only,Non-Standard,2239804.64,0.9129,2044647.39,642,0.4851,119,2018-11-09,8366178.56,1765437.39,0.211,1,1,0.0568,0.0511,0.0568,0.0,0.01,0.0,Cure,3,0.016509,0.0568,max_contract_vs_cost_of_funds,60-89,True,stable,True,investor,0.26378799999999997,0.022424247363531154,0.016509,0,True,mortgage_proxy_two_stage,0.016509,1.0929600000000002,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.0929600000000002,1.0,1.0929600000000002,macro_only,v1.0,baseline,0.018043676640000002,0.03804367664,0.030434941312000002,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,792450.83,871695.91
256,Mortgage,VIC,Unit,Owner-Occupier,Interest-Only,Standard,1579310.56,0.6307,996113.85,668,0.4141,33,2022-07-31,2116983.63,949665.2,0.4486,0,0,0.0509,0.0434,0.0509,0.0,0.015,0.0,Cure,6,0.01813,0.0509,max_contract_vs_cost_of_funds,30-59,True,stable,True,owner_occupier,0.39230799999999993,0.02983419232111003,0.01813,0,True,mortgage_proxy_two_stage,0.01813,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.019932847200000003,0.0399328472,0.0399328472,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,284183.77,312602.15
257,Mortgage,SA,Unit,Owner-Occupier,Interest-Only,Standard,1462509.66,0.7115,1040567.9,643,0.3307,112,2022-10-26,3497618.72,898449.42,0.2569,0,0,0.0391,0.0286,0.0391,0.0,0.015,0.0,Property Sale,9,0.0,0.0391,max_contract_vs_cost_of_funds,30-59,True,stable,True,owner_occupier,0.39999999999999997,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,268857.64,295743.4
258,Mortgage,QLD,House,Owner-Occupier,P&I,Non-Standard,1275418.93,0.9006,1148595.75,547,0.2894,116,2022-05-27,3727873.46,782713.53,0.21,1,1,0.0457,0.0383,0.0457,0.0,0.015,0.0,Cure,3,0.010471,0.0457,max_contract_vs_cost_of_funds,90+,True,strong,True,owner_occupier,0.3,0.014958571428571429,0.010471,0,True,mortgage_proxy_two_stage,0.010471,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.011512236240000001,0.031512236240000005,0.025209788992000007,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,351336.16,386469.77
259,Mortgage,VIC,Unit,Owner-Occupier,P&I,Standard,1031435.16,0.8185,844203.49,733,0.2371,62,2019-08-22,1034707.57,706241.15,0.6826,1,1,0.0422,0.049,0.049,0.0,0.01,0.0068,Cure,3,0.015374,0.049,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.028470370370370368,0.015374,0,True,mortgage_proxy_two_stage,0.015374,1.1047104,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0068,observed_rate_shock,1.1047104,1.0,1.1047104,macro_only,v1.0,baseline,0.0169838176896,0.036983817689600004,0.029587054151680003,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,211340.03,232474.03
260,Mortgage,NSW,Unit,Owner-Occupier,P&I,Standard,1284381.32,0.528,678142.36,756,0.3242,31,2023-09-02,1109797.54,628671.92,0.5665,0,0,0.0534,0.0352,0.0534,0.1359,0.015,0.0,Cure,5,0.015553,0.0534,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.028801851851851853,0.015553,0,True,mortgage_proxy_two_stage,0.015553,1.1581488,0.1359,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.1581488,1.0,1.1581488,macro_only,v1.0,baseline,0.0180126882864,0.038012688286400004,0.038012688286400004,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,188127.73,206940.5
261,Mortgage,QLD,House,Owner-Occupier,P&I,Standard,2013841.26,0.5663,1140410.86,719,0.3446,30,2019-02-05,1557629.37,1052894.39,0.676,0,0,0.0463,0.0303,0.0463,0.2265,0.01,0.0,Property Sale,17,0.0,0.0463,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.190808,0.2265,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.190808,1.0,1.190808,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,315074.72,346582.19
262,Mortgage,NT,House,Investor,Interest-Only,Standard,1644135.38,0.5035,827869.37,611,0.4365,59,2018-05-08,923362.4,759409.65,0.8224,0,0,0.0597,0.0462,0.0597,0.4,0.01,0.0,Cure,5,0.017191,0.0597,max_contract_vs_cost_of_funds,60-89,True,stable,True,investor,0.26514,0.02339357156465177,0.017191,0,True,mortgage_proxy_two_stage,0.017191,1.2657600000000002,0.4,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.2657600000000002,1.0,1.2657600000000002,macro_only,v1.0,baseline,0.021759680160000006,0.04175968016000001,0.04175968016000001,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,227250.5,249975.56
263,Mortgage,NSW,House,Owner-Occupier,P&I,Standard,2268925.07,0.7839,1778643.96,667,0.4304,34,2022-08-29,3501292.28,1624392.56,0.4639,0,0,0.0364,0.0425,0.0425,0.0,0.015,0.0062,Property Sale,7,0.0,0.0425,max_contract_vs_cost_of_funds,60-89,True,strong,True,owner_occupier,0.37035199999999996,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.1101536,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0062,observed_rate_shock,1.1101536,1.0,1.1101536,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,486093.41,534702.76
264,Mortgage,VIC,Unit,Owner-Occupier,P&I,Standard,1303267.03,0.7015,914180.62,679,0.2245,88,2021-02-01,972188.18,700925.92,0.721,0,0,0.0439,0.0417,0.0439,0.254,0.03,0.0,Property Sale,13,0.0,0.0439,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.228608,0.254,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.228608,1.0,1.228608,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,209749.47,230724.41
265,Mortgage,WA,House,Owner-Occupier,P&I,Standard,1655242.59,0.5604,927637.15,715,0.3383,102,2023-07-08,5294301.55,672171.32,0.127,0,0,0.047,0.0293,0.047,0.0,0.015,0.0,Cure,4,0.013915,0.047,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.025768518518518517,0.013915,0,True,mortgage_proxy_two_stage,0.013915,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.015298707600000003,0.03529870760000001,0.03529870760000001,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,201144.76,221259.24
266,Mortgage,QLD,Unit,Owner-Occupier,P&I,Non-Standard,1707311.24,0.9311,1589626.88,720,0.2636,41,2020-06-28,1693199.32,1428222.65,0.8435,1,1,0.0476,0.0314,0.0476,0.0083,0.03,0.0,Property Sale,14,0.076601,0.0476,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.4513,0.1396045197740113,0.076601,1,True,mortgage_proxy_two_stage,0.076601,1.1224656000000002,0.0083,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.1224656000000002,1.0,1.1224656000000002,macro_only,v1.0,baseline,0.08598198742560001,0.10598198742560001,0.08478558994048002,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,641085.45,705194.0
267,Mortgage,QLD,Unit,Owner-Occupier,Interest-Only,Standard,1622148.9,0.7383,1197708.57,635,0.2549,19,2019-02-04,1467919.22,1167449.33,0.7953,0,0,0.0429,0.0429,0.0429,0.0951,0.01,0.0,Cure,3,0.010365,0.0429,max_contract_vs_cost_of_funds,60-89,True,stable,True,owner_occupier,0.31999999999999995,0.015242647058823527,0.010365,0,True,mortgage_proxy_two_stage,0.010365,1.1340432000000003,0.0951,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.1340432000000003,1.0,1.1340432000000003,macro_only,v1.0,baseline,0.011754357768000002,0.031754357768,0.031754357768,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,349354.86,384290.34
268,Mortgage,QLD,Unit,Owner-Occupier,P&I,Non-Standard,1860662.61,0.6089,1132868.12,684,0.4896,83,2023-06-08,822515.19,876258.61,1.0653,0,0,0.0532,0.033,0.0532,0.4,0.015,0.0,Property Sale,18,0.293768,0.0532,max_contract_vs_cost_of_funds,90+,True,stable,True,owner_occupier,0.170188,0.3540175365022439,0.293768,1,True,mortgage_proxy_two_stage,0.293768,1.2722400000000003,0.4,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.2722400000000003,1.0,1.2722400000000003,macro_only,v1.0,baseline,0.37374340032000003,0.39374340032000005,0.39374340032000005,0.39374340032000005,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.094261,1032462.61,1135708.87
269,Mortgage,VIC,House,Owner-Occupier,P&I,Standard,860481.96,0.7253,624083.13,707,0.2147,40,2021-07-26,723777.83,565082.85,0.7807,0,0,0.0569,0.0401,0.0569,0.1589,0.03,0.0,Property Sale,8,0.056112,0.0569,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.1039111111111111,0.056112,1,True,mortgage_proxy_two_stage,0.056112,1.1875248000000003,0.1589,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.1875248000000003,1.0,1.1875248000000003,macro_only,v1.0,baseline,0.06663439157760002,0.08663439157760003,0.08663439157760003,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,169098.93,186008.83
270,Mortgage,NSW,Unit,Owner-Occupier,P&I,Standard,1451582.12,0.8058,1169727.19,767,0.3467,35,2019-03-25,2412057.8,1065554.68,0.4418,1,1,0.0585,0.0411,0.0585,0.0,0.01,0.0,Cure,3,0.015934,0.0585,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.029507407407407406,0.015934,0,True,mortgage_proxy_two_stage,0.015934,1.0929600000000002,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.0929600000000002,1.0,1.0929600000000002,macro_only,v1.0,baseline,0.017415224640000004,0.03741522464000001,0.029932179712000007,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,318863.26,350749.59
271,Mortgage,WA,House,Investor,P&I,Standard,574083.33,0.5343,306737.11,722,0.2589,97,2022-09-05,223595.2,227964.15,1.0195,0,0,0.0551,0.0348,0.0551,0.4,0.015,0.0,Cure,5,0.016587,0.0551,max_contract_vs_cost_of_funds,90+,True,strong,True,investor,0.2161,0.02115958668197474,0.016587,0,True,mortgage_proxy_two_stage,0.016587,1.2722400000000003,0.4,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.2722400000000003,1.0,1.2722400000000003,macro_only,v1.0,baseline,0.021102644880000007,0.04110264488000001,0.04110264488000001,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,68217.42,75039.16
272,Mortgage,WA,Unit,Investor,Interest-Only,Non-Standard,1176699.35,0.6236,733809.39,727,0.5078,22,2021-04-27,1834349.75,721034.22,0.3931,0,0,0.0563,0.0508,0.0563,0.0,0.03,0.0,Cure,3,0.016763,0.0563,max_contract_vs_cost_of_funds,90+,True,stable,True,investor,0.18106399999999997,0.0204692430177694,0.016763,0,True,mortgage_proxy_two_stage,0.016763,1.11888,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.11888,1.0,1.11888,macro_only,v1.0,baseline,0.018755785440000002,0.03875578544,0.03875578544,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,323650.2,356015.22
273,Mortgage,WA,House,Investor,Interest-Only,Standard,1398484.2,0.8631,1207079.92,685,0.395,72,2021-12-04,843161.98,1070910.31,1.2701,1,1,0.0488,0.0482,0.0488,0.3971,0.03,0.0,Property Sale,16,0.149792,0.0488,max_contract_vs_cost_of_funds,90+,True,stable,True,investor,0.10057999999999999,0.16654288319139002,0.149792,1,True,mortgage_proxy_two_stage,0.149792,1.2904272000000003,0.3971,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.2904272000000003,1.0,1.2904272000000003,macro_only,v1.0,baseline,0.19329567114240007,0.21329567114240006,0.17063653691392006,0.17063653691392006,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.04085,546831.94,601515.13
274,Mortgage,SA,House,Owner-Occupier,Interest-Only,Standard,1752282.16,0.7068,1238599.23,764,0.281,85,2020-12-29,3669654.42,1072675.33,0.2923,0,0,0.0556,0.0453,0.0556,0.0,0.03,0.0,Cure,3,0.013555,0.0556,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.025101851851851847,0.013555,0,True,mortgage_proxy_two_stage,0.013555,1.11888,0.0,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.11888,1.0,1.11888,macro_only,v1.0,baseline,0.015166418400000001,0.0351664184,0.0351664184,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,320994.09,353093.5
275,Mortgage,VIC,Unit,Owner-Occupier,Interest-Only,Standard,2393641.76,0.746,1785560.32,704,0.3758,115,2023-05-20,2453246.0,1540405.5,0.6279,0,0,0.0426,0.0299,0.0426,0.0,0.015,0.0,Property Sale,9,0.0,0.0426,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.456904,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,460960.6,507056.66
276,Mortgage,VIC,House,Owner-Occupier,P&I,Non-Standard,1641399.79,0.6948,1140390.74,628,0.456,35,2023-05-22,1554545.68,1049576.24,0.6752,0,0,0.045,0.0305,0.045,0.0529,0.015,0.0,Property Sale,18,0.0,0.045,max_contract_vs_cost_of_funds,60-89,True,stable,True,owner_occupier,0.30727999999999994,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.1222928,0.0529,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.1222928,1.0,1.1222928,macro_only,v1.0,baseline,0.0,0.02,0.02,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,471122.66,518234.93
277,Mortgage,WA,House,Owner-Occupier,P&I,Non-Standard,1948726.92,0.5198,1012860.51,764,0.5353,98,2022-08-10,610000.53,750949.27,1.2311,0,0,0.0429,0.0398,0.0429,0.4,0.015,0.0,Property Sale,12,0.390702,0.0429,max_contract_vs_cost_of_funds,90+,True,stable,True,owner_occupier,0.13154399999999997,0.44988116841843456,0.390702,1,True,mortgage_proxy_two_stage,0.390702,1.2722400000000003,0.4,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.2722400000000003,1.0,1.2722400000000003,macro_only,v1.0,baseline,0.4970667124800001,0.5170667124800001,0.5170667124800001,0.5170667124800001,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.123784,1161945.94,1278140.54
278,Mortgage,QLD,Unit,Investor,P&I,Standard,1438472.03,0.5746,826527.9,721,0.2772,50,2018-09-08,1488217.69,720659.72,0.4842,0,0,0.0467,0.0319,0.0467,0.0,0.01,0.0,Cure,5,0.015248,0.0467,max_contract_vs_cost_of_funds,30-59,True,strong,True,investor,0.42,0.02628965517241379,0.015248,0,True,mortgage_proxy_two_stage,0.015248,1.0929600000000002,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.0929600000000002,1.0,1.0929600000000002,macro_only,v1.0,baseline,0.016665454080000003,0.03666545408000001,0.03666545408000001,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,215654.73,237220.21
279,Mortgage,QLD,Unit,Owner-Occupier,P&I,Non-Standard,1713323.67,0.7005,1200172.5,653,0.5102,84,2023-06-13,705814.17,935707.01,1.3257,0,0,0.0421,0.0515,0.0515,0.4,0.015,0.0093,Property Sale,8,0.441972,0.0515,max_contract_vs_cost_of_funds,90+,True,stable,True,owner_occupier,0.120776,0.5026841851450824,0.4419719999999999,1,True,mortgage_proxy_two_stage,0.4419719999999999,1.2883104000000003,0.4,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0093,observed_rate_shock,1.2883104000000003,1.0,1.2883104000000003,macro_only,v1.0,baseline,0.5693971241088001,0.5893971241088001,0.5893971241088001,0.5893971241088001,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.1411,1650352.22,1815387.44
280,Mortgage,WA,Unit,Owner-Occupier,Interest-Only,Non-Standard,502504.26,0.5941,298554.6,651,0.527,115,2022-05-11,73467.92,255556.99,3.4785,0,0,0.059,0.0318,0.059,0.4,0.015,0.0,Property Sale,14,0.808347,0.059,max_contract_vs_cost_of_funds,90+,True,weak,True,owner_occupier,0.05876,0.8588107177765502,0.808347,1,True,mortgage_proxy_two_stage,0.808347,1.2722400000000003,0.4,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.2722400000000003,1.0,1.2722400000000003,macro_only,v1.0,baseline,1.0284113872800003,1.0484113872800003,1.0484113872800003,1.0,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.239397,764744.76,841219.24
281,Mortgage,SA,Unit,Owner-Occupier,P&I,Non-Standard,896941.9,0.5225,468643.68,697,0.5207,94,2022-07-12,1168600.13,353083.93,0.3021,0,0,0.0428,0.0397,0.0428,0.0,0.015,0.0,Cure,5,0.017185,0.0428,max_contract_vs_cost_of_funds,90+,True,stable,True,owner_occupier,0.219516,0.022018388589644375,0.017185,0,True,mortgage_proxy_two_stage,0.017185,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.018893876400000002,0.0388938764,0.0388938764,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,158488.57,174337.43
282,Mortgage,VIC,House,Investor,Interest-Only,Standard,1127984.15,0.8796,992222.63,707,0.4224,56,2020-05-10,860928.67,917126.46,1.0653,1,1,0.0375,0.0367,0.0375,0.2368,0.03,0.0,Property Sale,11,0.116942,0.0375,max_contract_vs_cost_of_funds,90+,True,stable,True,investor,0.13825199999999999,0.1357032450321904,0.116942,1,True,mortgage_proxy_two_stage,0.116942,1.2211776,0.2368,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.2211776,1.0,1.2211776,macro_only,v1.0,baseline,0.1428069508992,0.1628069508992,0.13024556071936,0.13024556071936,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.03118,357454.61,393200.07
283,Mortgage,VIC,House,Owner-Occupier,P&I,Non-Standard,1365860.71,0.9415,1286007.9,691,0.4204,107,2023-09-17,8169159.23,910516.28,0.1115,1,1,0.0482,0.0433,0.0482,0.0,0.015,0.0,Cure,6,0.021111,0.0482,max_contract_vs_cost_of_funds,60-89,True,strong,True,owner_occupier,0.37155199999999994,0.03359227812006721,0.021111,0,True,mortgage_proxy_two_stage,0.021111,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.023210277840000005,0.043210277840000005,0.03456822227200001,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,408702.9,449573.19
284,Mortgage,NSW,House,Owner-Occupier,P&I,Standard,448144.8,0.8569,384021.69,698,0.3411,111,2022-09-17,1505904.47,268136.04,0.1781,1,1,0.0364,0.0311,0.0364,0.0,0.015,0.0,Property Sale,12,0.0,0.0364,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45999999999999996,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.0994400000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0,observed_rate_shock,1.0994400000000002,1.0,1.0994400000000002,macro_only,v1.0,baseline,0.0,0.02,0.016,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,80238.71,88262.58
285,Mortgage,VIC,House,Owner-Occupier,P&I,Non-Standard,651051.81,0.8842,575662.1,781,0.4633,52,2018-09-25,1561449.21,495713.38,0.3175,1,1,0.0378,0.0383,0.0383,0.0,0.01,0.0006,Cure,4,0.012731,0.0383,max_contract_vs_cost_of_funds,60-89,True,strong,True,owner_occupier,0.36640399999999995,0.020093245538166275,0.012731,0,True,mortgage_proxy_two_stage,0.012731,1.0939968000000002,0.0,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0006,observed_rate_shock,1.0939968000000002,1.0,1.0939968000000002,macro_only,v1.0,baseline,0.013927673260800001,0.0339276732608,0.02714213860864,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,222510.57,244761.63
286,Mortgage,NSW,Townhouse,Owner-Occupier,Interest-Only,Standard,945150.76,0.6089,575492.57,744,0.386,58,2020-08-25,694714.04,524579.76,0.7551,0,0,0.0405,0.0346,0.0405,0.265,0.03,0.0,Property Sale,8,0.0,0.0405,max_contract_vs_cost_of_funds,30-59,True,strong,True,owner_occupier,0.45568,0.0,0.0,1,True,mortgage_proxy_two_stage,0.0,1.2333600000000002,0.265,observed_house_price_decline,0.03,observed_unemployment_shock,covid_2020_2021,0.0,observed_rate_shock,1.2333600000000002,1.0,1.2333600000000002,macro_only,v1.0,baseline,0.0,0.02,0.02,0.1,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.02394,156978.54,172676.39
287,Mortgage,VIC,Unit,Owner-Occupier,P&I,Non-Standard,2438795.29,0.9323,2273645.29,691,0.4371,69,2023-10-04,2994366.7,1869546.82,0.6244,1,1,0.0466,0.0493,0.0493,0.0,0.015,0.0027,Cure,3,0.014206,0.0493,max_contract_vs_cost_of_funds,60-89,True,strong,True,owner_occupier,0.36954799999999993,0.022533039787327187,0.014206,0,True,mortgage_proxy_two_stage,0.014206,1.1041056000000002,0.0,observed_house_price_decline,0.015,observed_unemployment_shock,normalising_2022_2023,0.0027,observed_rate_shock,1.1041056000000002,1.0,1.1041056000000002,macro_only,v1.0,baseline,0.015684924153600004,0.0356849241536,0.028547939322880002,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,839182.37,923100.6
288,Mortgage,VIC,House,Owner-Occupier,P&I,Standard,1062396.07,0.5886,625343.92,736,0.35,43,2018-04-22,304399.37,556528.11,1.8283,0,0,0.0458,0.029,0.0458,0.4,0.01,0.0,Property Sale,6,0.602972,0.0458,max_contract_vs_cost_of_funds,90+,True,strong,True,owner_occupier,0.2,0.7537149999999999,0.602972,1,True,mortgage_proxy_two_stage,0.602972,1.2657600000000002,0.4,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.2657600000000002,1.0,1.2657600000000002,macro_only,v1.0,baseline,0.76321783872,0.7832178387200001,0.7832178387200001,0.7832178387200001,mortgage,Unknown,Standard,NotApplicable,Residential Mortgage,Unknown,0.1875,1304362.85,1434799.14
289,Mortgage,NSW,House,Owner-Occupier,P&I,Non-Standard,1386388.27,0.9281,1286767.15,618,0.456,69,2024-03-30,1279800.8,1046716.64,0.8179,1,1,0.055,0.0499,0.055,0.0769,0.01,0.0,Property Sale,15,0.007808,0.055,max_contract_vs_cost_of_funds,60-89,True,stable,True,owner_occupier,0.30369999999999997,0.011213557374694814,0.007807999999999999,1,True,mortgage_proxy_two_stage,0.007807999999999999,1.1261808,0.0769,observed_house_price_decline,0.01,observed_unemployment_shock,baseline_other_year,0.0,observed_rate_shock,1.1261808,1.0,1.1261808,macro_only,v1.0,baseline,0.008793219686399999,0.0287932196864,0.023034575749120004,0.15,mortgage,Unknown,Non-Standard,NotApplicable,Residential Mortgage,Unknown,0.03591,469839.07,516822.98
